# gramatica
Q | ＿＿ الطالبُ المجتهدُ في الامتحان. | نجح | نجحت | نجحوا | نجحتم | الفعل يوافق الفاعل المفرد المذكر: نجح.
Q | لماذا أقيم الحفل؟ | عيد ميلاد الابن | زفاف | رأس السنة | انتقال | عيد ميلاد.
Q | كيف ردّت الجارة؟ | اعتذرت | غضبت | أنكرت | ضحكت | اعتذرت.
Q | ماذا طلب الجار؟ | ألا يتكرر | مالًا | شكوى | انتقالًا | عدم التكرار.
Q | حتى أي ساعة استمر الحفل؟ | الثالثة فجرًا | العاشرة | منتصف الليل | الخامسة | الثالثة.
@@
@L الأستاذة: التغير المناخي ليس مشكلة المستقبل بل مشكلة الحاضر. الظواهر المتطرفة تتزايد والمحاصيل تتضرر والسواحل مهددة. لا يمكن إيقافه تمامًا لكن كل عُشر درجة أقل من الاحترار يقلّل آثاره بشكل ملحوظ.
Q | متى تعدّ الأستاذة التغير المناخي مشكلة؟ | في الحاضر | في المستقبل فقط | أبدًا | بعد مئة عام | الحاضر.
Q | ما الذي يتزايد؟ | الظواهر المتطرفة | المحاصيل | السواحل | الأمطار فقط | الظواهر المتطرفة.
Q | هل يمكن إيقافه تمامًا؟ | لا | نعم | نعم في الشمال | ربما | لا.
Q | ما الذي يقلّل الآثار؟ | كل عُشر درجة أقل | مزيد من السيارات | مزيد من الصناعة | عدم فعل شيء | تقليل الاحترار.
Q | كيف نبرة الأستاذة؟ | ملحّة | مرحة | ساخرة | لامبالية | ملحة.
@@
@L هي: أفكّر في بيع شقتي. هو: حقًّا؟ لقد جدّدتِها للتوّ. هي: ولهذا بالذات الآن. ارتفعت قيمتها والفوائد ما زالت معقولة. وبثمنها أستطيع شراء شقة أصغر في وسط المدينة. هو: تبدو فكرة معقولة لكن لا تتسرّعي.
Q | ماذا تفكر أن تفعل؟ | بيع شقتها | استئجار بيت | الانتقال دون بيع | الزواج | بيع الشقة.
Q | لماذا الآن؟ | ارتفعت قيمتها | تحتاج المال | تكرهها | خلاف | ارتفاع القيمة.
Q | ماذا تريد أن تشتري؟ | شقة أصغر في وسط المدينة | بيتًا في الريف | سيارة | أرضًا | شقة صغيرة.
Q | بماذا ينصحها؟ | ألا تتسرع | أن تبيع فورًا | ألا تفعل شيئًا | أن تنتظر خمس سنوات | عدم التسرع.
Q | ماذا فعلت بالشقة مؤخرًا؟ | جدّدتها | أجّرتها | باعتها | هدمتها | جددتها.
@@
@L الموظف: التقرير جاهز لكن لدي شك في الأرقام. المديرة: أيّها؟ الموظف: مبيعات الربع الثالث مرتفعة جدًّا حتى أظن أن هناك خطأ في الإدخال. المديرة: إذن راجعها قبل الإرسال.
Q | ما الذي يقلق الموظف؟ | أرقام المبيعات | التنسيق | الموعد | العنوان | الأرقام.
Q | ماذا يشتبه؟ | خطأ في الإدخال | احتيالًا | سرقة | فيروسًا | خطأ إدخال.
Q | ماذا طلبت المديرة؟ | المراجعة قبل الإرسال | الإرسال فورًا | الفصل | إعادة الكتابة | المراجعة.
Q | أي ربع سنوي؟ | الثالث | الأول | الثاني | الرابع | الثالث.
Q | ما حال التقرير؟ | جاهز | لم يبدأ | ضائع | منشور | جاهز.
@@
@L الصوت: لقد وصلتم إلى البريد الصوتي للسيدة برجر. أنا خارج المكتب حتى الخامس عشر من مايو. وفي الحالات العاجلة يُرجى الاتصال بزميلي السيد لانغ على الرقم الداخلي أربعة خمسة ستة سبعة. وسأردّ على رسالتكم عند عودتي.
Q | حتى متى هي غائبة؟ | الخامس عشر من مايو | نهاية مايو | غدًا | الاثنين | 15 مايو.
Q | بمن يتصل في الحالات العاجلة؟ | السيد لانغ | السيدة برجر | الإدارة | الاستقبال | السيد لانغ.
Q | متى سترد؟ | عند عودتها | الآن | أبدًا | غدًا | عند العودة.
Q | ما هذه التسجيلة؟ | رسالة بريد صوتي | إعلان | خطاب | حوار | بريد صوتي.
Q | ما الرقم الداخلي لزميلها؟ | 4567 | 7654 | 4576 | 5467 | 4567.
@@
@L المعلمة: قبل بدء الموضوع الجديد، ناقشوا في مجموعات ما تعرفونه بالفعل عن الاستدامة. دوّنوا ثلاث نقاط، ثم تعرض كل مجموعة نتيجة واحدة. أمامكم عشر دقائق.
Q | ماذا يفعل الطلاب أولًا؟ | يناقشون في مجموعات ما يعرفونه | يختبرون | يستمعون فقط | يذهبون للبيت | مناقشة جماعية.
Q | كم نقطة يدوّنون؟ | ثلاثًا | اثنتين | خمسًا | عشرًا | ثلاث.
Q | ماذا بعد ذلك؟ | تعرض كل مجموعة نتيجة | تصحّح المعلمة | استراحة | اختبار | العرض.
Q | كم من الوقت لديهم؟ | عشر دقائق | ساعة | خمس دقائق | عشرون دقيقة | عشر دقائق.
Q | ما الموضوع؟ | الاستدامة | التاريخ | الرياضة | السياسة | الاستدامة.
@@
@L الزميل الأول: العميل اشتكى مرة أخرى. الزميل الثاني: ممّ هذه المرة؟ الزميل الأول: يقول إن الشحنة وصلت ناقصة، مع أننا عبّأنا كل شيء حسب القائمة. الزميل الثاني: ربما ضاع شيء أثناء النقل. سأتصل بشركة الشحن.
Q | مم يشتكي العميل؟ | شحنة ناقصة | السعر | الجودة | التأخير | ناقصة.
Q | ماذا يقول الزميلان عن التعبئة؟ | عُبّئ كل شيء حسب القائمة | نقص شيء | لم يُعبّأ شيء | العميل يكذب | حسب القائمة.
Q | ماذا يفترض الزميل الثاني؟ | ضياع أثناء النقل | احتيال | خطأ العميل | سرقة | أثناء النقل.
Q | ماذا سيفعل؟ | يتصل بشركة الشحن | يتصل بالعميل | يستدعي الشرطة | يستقيل | شركة الشحن.
Q | شكوى العميل هذه المرة | متكررة | الأولى | لا توجد | نادرة | مرة أخرى.
@@
# writing
Q | اختر أداة الربط المناسبة: المشروعُ مكلف، ＿＿ مربحٌ على المدى الطويل. | غير أنه | لذلك | فضلًا عن ذلك | لأنّ | غير أنّ للاستدراك والتقابل.
Q | اختر أداة الربط المناسبة: لم يدرسْ، ＿＿ رسبَ في الامتحان. | لذلك | غير أنه | بينما | مع أنّ | لذلك للنتيجة.
Q | اختر أداة الربط المناسبة: أسرعْ، ＿＿ ستفوتك الرحلة. | وإلا | لذلك | فضلًا عن | مع أنّ | وإلا = وإن لم تفعل.
Q | اختر أداة الربط المناسبة: المدينةُ جميلة، ＿＿ باهظةُ الأسعار. | لكنها | لذلك | وبالتالي | إذ | لكنّ للاستدراك.
Q | اختر أداة الربط المناسبة: ＿＿ سوءِ الطقسِ، أُقيمَ الحفلُ. | رغمَ | بسببِ | لأنّ | كي | رغمَ = على الرغم من.
Q | اختر أداة الربط المناسبة: ترتفعُ الأسعارُ، ＿＿ تنخفضُ الأجورُ. | في حين | لذلك | أي | مثلًا | في حين للتقابل.
Q | اختر أداة الربط المناسبة: يمتلكُ خبرةً واسعةً، ＿＿ أنه شابٌّ. | مع | لذلك | فضلًا | إذ | يمتلك خبرة واسعة مع أنه شاب.
Q | اختر العبارة المناسبة لبداية رسالة رسمية: | حضرة السيد المحترم، | يا صاحبي، | أهلًا يا عزيزي، | هاي، | افتتاح الرسائل الرسمية.
Q | اختر العبارة المناسبة لخاتمة رسالة رسمية: | وتفضلوا بقبول فائق الاحترام | سلامي للجميع يا صديقي | أراك قريبًا | باي | خاتمة رسمية.
Q | أيُّ الجملِ أكثرُ تهذيبًا؟ | هل يمكنكم إفادتي بموعد وصول الوثائق؟ | أخبرني متى تصل الوثائق. | متى تصل؟ | أريد أن أعرف. | صيغة التهذيب.
Q | أيُّ الجملِ تصلحُ لشكوى رسمية؟ | آمل معالجة هذا الخلل في أقرب وقت ممكن. | كل شيء رائع. | شكرًا على لا شيء. | لا يهمّ. | شكوى رسمية مهذبة.
Q | أيُّ الجملِ أكثرُ رسميةً؟ | أودّ التقدّم لشغل الوظيفة المعلن عنها. | أريد هذه الوظيفة. | آخذ الوظيفة. | أعطوني الوظيفة. | لغة رسمية.
Q | أيُّ الجملِ سليمةٌ؟ | اجتهد الطلاب في الامتحان. | اجتهدوا الطلاب في الامتحان. | اجتهدت الطلاب في الامتحان. | اجتهدا الطلاب في الامتحان. | الفعل المتقدم يبقى مفردًا.
Q | أيُّ الجملِ سليمةٌ؟ | إنّ الطلابَ مجتهدون. | إنّ الطلابُ مجتهدون. | إنّ الطلابَ مجتهدين. | إنّ الطلابِ مجتهدون. | اسم إنّ منصوب وخبرها مرفوع.
Q | أيُّ الجملِ سليمةٌ؟ | كان الطلابُ مجتهدين. | كان الطلابَ مجتهدون. | كان الطلابُ مجتهدون. | كان الطلابِ مجتهدين. | اسم كان مرفوع وخبرها منصوب.
Q | أيُّ الجملِ سليمةٌ؟ | لم يحضرْ أحدٌ. | لم يحضرُ أحدٌ. | لم يحضرَ أحدٌ. | لم حضر أحدٌ. | لم + مضارع مجزوم.
Q | أيُّ الجملِ سليمةٌ؟ | لا يجوزُ التدخينُ هنا. | لا يجوزَ التدخينُ هنا. | لا يجوزْ التدخينَ هنا. | لا جاز التدخينُ هنا. | لا النافية + مضارع مرفوع.
Q | أيُّ الجملِ سليمةٌ؟ | رأيتُ المعلمين في المدرسة. | رأيتُ المعلمون في المدرسة. | رأيتُ المعلمان في المدرسة. | رأيتُ المعلمينَ في المدرسة (بالضم). | جمع المذكر السالم منصوب بالياء.
Q | أيُّ الجملِ سليمةٌ؟ | ذهبتُ مع المعلمين. | ذهبتُ مع المعلمون. | ذهبتُ مع المعلمان. | ذهبتُ مع المعلمونَ. | مجرور بمع: المعلمين.
Q | أيُّ الجملِ سليمةٌ؟ | هذه الطالبةُ مجتهدةٌ. | هذا الطالبةُ مجتهدةٌ. | هذه الطالبةُ مجتهدٌ. | هذان الطالبةُ مجتهدةٌ. | مطابقة الإشارة والصفة.
Q | أيُّ الجملِ سليمةٌ؟ | ثلاثةُ رجالٍ حضروا. | ثلاثُ رجالٍ حضروا. | ثلاثةُ رجلٍ حضروا. | ثلاثةَ رجالُ حضروا. | العدد 3-10 يخالف المعدود ويُضاف إلى جمع.
Q | أيُّ الجملِ سليمةٌ؟ | أنا لا أعرفُ هذا الشخصَ. | أنا لا أعرفَ هذا الشخصُ. | أنا لا أعرفْ هذا الشخصِ. | أنا لم أعرفُ هذا الشخصَ. | لا + مضارع مرفوع.
Q | صحّح الخطأ: «إنّ الدراسةَ مفيدٌ». | إنّ الدراسةَ مفيدةٌ. | إنّ الدراسةَ مفيدًا. | إنّ الدراسةُ مفيدٌ. | إنّ الدراسةِ مفيدٌ. | مطابقة الخبر مع المؤنث.
Q | صحّح الخطأ: «جاءت المعلمون». | جاء المعلمون. | جاءت المعلمين. | جاءوا المعلمون. | جاءن المعلمون. | الفعل المتقدم مفرد مذكر.
Q | صحّح الخطأ: «هذا كتابٌ جميلةٌ». | هذا كتابٌ جميلٌ. | هذا كتابٌ جميلًا. | هذه كتابٌ جميلٌ. | هذا كتابٍ جميلٌ. | الصفة تطابق الموصوف.
Q | صحّح الخطأ: «ذهبتُ إلى المدرسةُ». | ذهبتُ إلى المدرسةِ. | ذهبتُ إلى المدرسةَ. | ذهبتُ إلى المدرسةً. | ذهبتُ إلى مدرسةُ. | إلى + مجرور.
Q | صحّح الخطأ: «لن يذهبُ الطالبُ». | لن يذهبَ الطالبُ. | لن يذهبْ الطالبُ. | لن ذهبَ الطالبُ. | لن يذهبُوا الطالبُ. | لن + مضارع منصوب.
Q | صحّح الخطأ: «سافرتُ بالطائرةِ ثلاثةَ أيامٍ». | لا خطأ في الجملة | سافرتُ بالطائرةُ ثلاثةَ أيامٍ | سافرتُ بالطائرةِ ثلاثُ أيامٍ | سافرتُ بالطائرةِ ثلاثةَ يومٍ | الجملة سليمة.
Q | ضعْ علامةَ الترقيمِ المناسبةَ: هل تحبُّ القراءةَ ＿＿ | ؟ | . | ! | ؛ | علامة الاستفهام.
Q | ضعْ علامةَ الترقيمِ المناسبةَ: ما أجملَ الطبيعةَ ＿＿ | ! | ؟ | ، | ؛ | التعجب.
Q | ضعْ علامةَ الترقيمِ المناسبةَ: قال الأستاذُ ＿＿ «ادرسوا جيدًا». | : | ، | . | ؛ | قبل القول المنقول.
Q | ضعْ علامةَ الترقيمِ المناسبةَ: اشتريتُ كتابًا ＿＿ وقلمًا ＿＿ ودفترًا. | ، | . | ؟ | : | الفاصلة بين المتعاطفات.
Q | ضعْ علامةَ الترقيمِ المناسبةَ: أُحبُّ الرياضةَ ＿＿ لكنني لا أمارسها. | ، | . | ؟ | : | قبل لكن.
Q | اختر الكلمة المناسبة: ＿＿ الأمرُ إلى دراسةٍ أعمقَ. | يحتاج | يحتاجون | تحتاج | احتاجوا | الفعل يوافق الفاعل المذكر.
Q | اختر الكلمة المناسبة: يجبُ ＿＿ القوانينِ. | احترامُ | احترامَ | احترامٌ | احترامًا | نائب/فاعل مرفوع: احترامُ القوانين (مضاف).
Q | اختر الكلمة المناسبة: يهدفُ المشروعُ ＿＿ تحسينِ التعليمِ. | إلى | على | في | من | هدف إلى.
Q | اختر الكلمة المناسبة: تأثّر الطلابُ ＿＿ الخبرِ. | بـ | على | في | إلى | تأثّر بـ.
Q | اختر الكلمة المناسبة: يتوقّف نجاحُ الخطةِ ＿＿ التعاونِ. | على | في | من | عن | توقّف على.
Q | اختر الكلمة المناسبة: أشار المدير ＿＿ ضرورةِ الالتزامِ. | إلى | على | في | من | أشار إلى.
Q | اختر الكلمة المناسبة: اتّفق الطرفان ＿＿ الحلِّ. | على | في | إلى | من | اتفقا على.
Q | اختر الكلمة المناسبة: يسعى المجتمعُ ＿＿ تحقيقِ العدالةِ. | إلى | على | من | في | سعى إلى.
Q | اختر الكلمة المناسبة: يعتذرُ الطالبُ ＿＿ الغيابِ. | عن | على | في | إلى | اعتذر عن.
Q | اختر الكلمة المناسبة: نتجَ الحادثُ ＿＿ السرعةِ. | عن | على | في | إلى | نتج عن.
Q | اختر المفردة الأنسب: وضعَ الباحثُ ＿＿ لحلِّ المشكلةِ. | خطةً | قلمًا | حذاءً | بابًا | وضع خطة.
Q | اختر المفردة الأنسب: بذلَ العاملُ ＿＿ كبيرًا. | جهدًا | حجرًا | قلمًا | جدارًا | بذل جهدًا.
Q | اختر المفردة الأنسب: تُوّجت جهودُهم ＿＿ . | بالنجاحِ | بالجوعِ | بالبردِ | بالنومِ | توّجت بالنجاح.
Q | اختر المفردة الأنسب: أدلى الشاهدُ ＿＿ . | بشهادتِه | بقلمِه | بحقيبتِه | بكتابِه | أدلى بشهادته.
Q | اختر المفردة الأنسب: أبدى المديرُ ＿＿ بالمقترحِ. | اهتمامًا | جدارًا | نافذةً | كرسيًّا | أبدى اهتمامًا.
Q | اختر المفردة الأنسب: شهدت المدينةُ ＿＿ كبيرًا في السياحةِ. | نموًّا | نومًا | أكلًا | جلوسًا | شهدت نموًّا.
Q | اختر المفردة الأنسب: يواجه المجتمعُ ＿＿ كبيرةً. | تحدّياتٍ | قمصانًا | حقائبَ | أحذيةً | يواجه تحديات.
Q | اختر المفردة الأنسب: يُنتظر أن ＿＿ الاجتماعُ غدًا. | يُعقدَ | يُكتبَ | يُؤكلَ | يُلبَسَ | عقد الاجتماع.
Q | اختر المفردة الأنسب: تمّ ＿＿ الاتفاقِ أمسِ. | توقيعُ | إكلُ | لبسُ | شربُ | توقيع الاتفاق.
Q | اختر المفردة الأنسب: ＿＿ الوفدُ إلى العاصمةِ. | وصلَ | أكلَ | نامَ | شربَ | وصل الوفد.
Q | ما معنى «يُعوَّلُ على» في: يُعوَّلُ على الخبراءِ؟ | يُعتمد عليهم | يُستغنى عنهم | يُخشى منهم | يُنسون | عوّل على = اعتمد.
Q | ما معنى «لا غنى عن» التعليمِ؟ | التعليم ضروري | التعليم مستحيل | التعليم عبء | التعليم قديم | لا غنى عنه = ضروري.
Q | ما معنى «ليس بمنأى عن» الأزماتِ؟ | معرّض لها | بعيد عنها تمامًا | محصّن ضدها | غير معنيّ بها | ليس بمنأى = ليس بعيدًا.
Q | ما معنى «على نحوٍ» متزايدٍ؟ | بشكل | بمكان | بزمان | بلون | على نحو = بشكل.
Q | ما معنى «فضلًا عن» ذلك؟ | بالإضافة إلى | بدلًا من | مقابل | رغم | فضلًا عن = إضافةً إلى.
Q | ما معنى «بيد أنّ»؟ | غير أنّ | لأنّ | كي | إذ | بيد أنّ = غير أنّ.
Q | ما معنى «حيال» الموضوعِ؟ | تجاه | بعد | قبل | داخل | حيال = تجاه.
Q | ما معنى «لدى» المديرِ؟ | عند | بعد | قبل | فوق | لدى = عند.
Q | ما معنى «إبّان» الحربِ؟ | أثناء | بعد | قبل | بدلًا | إبّان = أثناء.
Q | ما معنى «ريثما» يصلُ؟ | إلى أن | لأنّ | لولا | بينما | ريثما = بمقدار ما.
Q | ما الجملةُ الأوضحُ؟ | يتوجّب على الطلبةِ الالتزامُ بالمواعيدِ. | الطلبةُ التزامُ بالمواعيدِ يتوجّب. | التزامُ الطلبةِ يتوجّبُ المواعيدِ. | يتوجّب الطلبةُ بالمواعيدِ الالتزامُ. | ترتيب الجملة.
Q | ما الجملةُ الأوضحُ؟ | تسعى الحكومةُ إلى خفضِ معدلاتِ البطالةِ. | تسعى الحكومةُ خفضِ إلى البطالةِ معدلاتِ. | الحكومةُ تسعى البطالةِ إلى خفضِ معدلاتِ. | معدلاتِ إلى خفضِ الحكومةُ تسعى البطالةِ. | ترتيب الجملة.
Q | أيُّ الجملِ أدقُّ لغةً؟ | تعدّ الصحةُ أهمَّ ثرواتِ الإنسانِ. | تعتبر الصحةُ أهمّ ثرواتِ الإنسانِ (ركيكة). | الصحةُ هي أهمّ ثرواتُ الإنسانِ. | الصحةُ أهمُ ثرواتٌ الإنسانِ. | الصياغة الأفصح.
Q | أيُّ الجملِ سليمةٌ؟ | أصبحَ الجوُّ باردًا. | أصبحَ الجوُّ باردٌ. | أصبحَ الجوَّ باردٌ. | أصبحَ الجوُّ بارد (بالجر). | اسم أصبح مرفوع وخبرها منصوب.
Q | أيُّ الجملِ سليمةٌ؟ | ليسَ الطالبُ كسولًا. | ليسَ الطالبُ كسولٌ. | ليسَ الطالبَ كسولًا. | ليسَ الطالبِ كسولًا. | اسم ليس مرفوع وخبرها منصوب.
Q | أيُّ الجملِ سليمةٌ؟ | لعلَّ الغدَ أفضلُ. | لعلَّ الغدُ أفضلَ. | لعلَّ الغدِ أفضلُ. | لعلَّ الغدَ أفضلَ. | اسم لعل منصوب وخبرها مرفوع.
Q | أيُّ الجملِ سليمةٌ؟ | ما زالَ الأملُ موجودًا. | ما زالَ الأملَ موجودٌ. | ما زالَ الأملُ موجودٌ. | ما زالَ الأملِ موجودًا. | اسم ما زال مرفوع وخبرها منصوب.
Q | أيُّ الجملِ سليمةٌ؟ | حضرَ الطلابُ كلُّهم. | حضرَ الطلابُ كلَّهم. | حضرَ الطلابَ كلُّهم. | حضرَ الطلابِ كلُّهم. | التوكيد يتبع المؤكَّد في الإعراب: كلُّهم مرفوع.
Q | أيُّ الجملِ سليمةٌ؟ | رأيتُ الطلابَ كلَّهم. | رأيتُ الطلابَ كلُّهم. | رأيتُ الطلابُ كلَّهم. | رأيتُ الطلابِ كلِّهم. | التوكيد يتبع المؤكَّد في النصب.
Q | أيُّ الجملِ سليمةٌ؟ | جاء الطالبُ المجتهدُ. | جاء الطالبُ المجتهدَ. | جاء الطالبَ المجتهدُ. | جاء الطالبِ المجتهدِ. | النعت يتبع المنعوت في الإعراب.
Q | أيُّ الجملِ سليمةٌ؟ | قرأتُ كتابًا مفيدًا. | قرأتُ كتابٌ مفيدًا. | قرأتُ كتابًا مفيدٌ. | قرأتُ كتابٍ مفيدًا. | النعت والمنعوت في النصب.
Q | أيُّ الجملِ سليمةٌ؟ | مررتُ برجلٍ كريمٍ. | مررتُ برجلٍ كريمٌ. | مررتُ برجلٌ كريمٍ. | مررتُ برجلَ كريمَ. | النعت والمنعوت في الجر.
# speaking
Q | لم تفهم ما قيل. كيف تطلب الإعادة بأدب؟ | عفوًا، هل يمكنك أن تعيد ما قلته من فضلك؟ | ماذا؟ | أعِد! | مرة ثانية! | طلب مهذب.
Q | شكرك زميل. ما الردّ الطبيعي؟ | العفو، يسعدني أن أساعدك. | وأنا أشكرك أنت. | لا تقل شكرًا. | لا داعي لهذا الكلام أبدًا. | ردّ طبيعي.
Q | تريد أن تخالف الرأي بأدب. ماذا تقول؟ | أفهم وجهة نظرك، لكن أرى أن الأرقام تشير إلى غير ذلك. | أنت مخطئ. | هذا هراء. | كلام فارغ. | خلاف مهذب.
Q | تريد مقاطعة المتحدث بلباقة. ماذا تقول؟ | عذرًا على المقاطعة، هل يمكنني أن أضيف شيئًا؟ | اسكت. | الآن دوري أنا. | كفى. | مقاطعة لبقة.
Q | عليك أن ترفض دعوة. ماذا تقول؟ | أشكرك على الدعوة، لكن لديّ ارتباط سابق للأسف. | لا. | لا أريد. | لن آتي، مع السلامة. | رفض مهذب.
Q | تحتاج وقتًا للتفكير. ماذا تقول؟ | سؤال جيد، دعني أفكّر لحظة. | لا أعرف. | ليس لديّ فكرة. | اسأل غيري. | كسب الوقت.
Q | تسأل عن الطريق. ماذا تقول؟ | لو سمحت، كيف أصل إلى المحطة؟ | أين المحطة؟ | قل لي المحطة. | المحطة بسرعة! | سؤال مهذب.
Q | تشتكي في الفندق. ماذا تقول؟ | للأسف التدفئة في غرفتي لا تعمل، هل يمكنكم الكشف عليها؟ | تدفئتكم سيئة. | أصلحوها حالًا. | فندقكم أسوأ فندق. | شكوى مهذبة.
Q | هنّأك أحدهم على النجاح في الامتحان. ما ردّك؟ | شكرًا جزيلًا، أنا سعيد جدًّا. | طبعًا. | كان سهلًا. | أعرف. | ردّ طبيعي.
Q | تقدّم اقتراحًا. ماذا تقول؟ | ما رأيك أن نؤجّل الموعد؟ | أجّل. | الموعد أجّل أنت. | أجّله فحسب. | اقتراح.
Q | تعبّر عن رأيك. ماذا تقول؟ | في رأيي، ينبغي أن نواصل المشروع. | أنا رأي المشروع. | المشروع رأي. | رأي نواصل. | صيغة الرأي.
Q | تؤكّد الموافقة. ماذا تقول؟ | بالتأكيد، أرى الأمر مثلك. | نعم لا. | هذا غير صحيح. | ربما هكذا. | موافقة.
Q | تطلب المساعدة. ماذا تقول؟ | هل يمكنك مساعدتي لحظة من فضلك؟ | ساعدني الآن. | أنت تساعد. | أعطني مساعدة. | طلب مهذب.
Q | اعتذر أحدهم عن التأخر. بماذا تردّ؟ | لا بأس، تفضّل بالجلوس. | هذه مشكلتك. | تأخرت جدًّا! | مجددًا! | ردّ متفهّم.
Q | في مقابلة عمل لا تعرف الإجابة. ماذا تقول؟ | لا أعرف بدقة لكنني سأبحث وأعود إليكم بالجواب. | لا أعرف. | لا فكرة. | اسألوا غيري. | ردّ مهني.
Q | تريد الحساب في المطعم. ماذا تقول؟ | هل يمكننا الحصول على الحساب من فضلك؟ | الحساب! | أعطني الحساب. | أدفع الآن بسرعة. | طلب مهذب.
Q | تريد إنهاء المحادثة. ماذا تقول؟ | سعدتُ بالحديث معك، لكن عليّ أن أنصرف. | أنا ذاهب. | كفى كلامًا. | إلى اللقاء، ممل. | إنهاء مهذب.
Q | تبدأ شرحًا. ماذا تقول؟ | أودّ أن أوضّح باختصار كيف يعمل هذا. | أشرح بسرعة كيف. | شرح أنا الآن. | هكذا هو. | مقدمة رسمية.
Q | تختتم عرضًا تقديميًّا. ماذا تقول؟ | شكرًا لحسن استماعكم، وأنا مستعد لأسئلتكم. | انتهى. | هذا كل شيء، وداعًا. | انتهينا، انصرفوا. | ختام مهني.
Q | تريد التشديد على نقطة مهمة. ماذا تقول؟ | أودّ التأكيد على أن السلامة تأتي أولًا. | السلامة هي السلامة. | أؤكد سلامة. | أنا سلامة. | تأكيد.
Q | تقدّم مثالًا. ماذا تقول؟ | على سبيل المثال، خدمة الحافلات الجديدة. | مثال حافلة. | حافلة جديدة مثال هو. | أمثلة حافلة من. | مثال.
Q | تعبّر عن عدم اليقين. ماذا تقول؟ | لستُ متأكدًا تمامًا، لكنني أظن أنه يوم الثلاثاء. | الثلاثاء غير متأكد. | الثلاثاء متأكد لا أنا. | لا أنا ثلاثاء. | عدم يقين.
Q | تقدّم نصيحة. ماذا تقول؟ | لو كنتُ مكانك لقبلتُ العرض. | اقبل. | يجب أن تقبل. | العرض اقبل الآن. | نصيحة.
Q | تودّع بعد عشاء عمل. ماذا تقول؟ | أشكرك على الدعوة، كانت أمسية لطيفة جدًّا. | شكرًا، مع السلامة. | سأذهب إلى البيت. | العشاء كان عاديًّا. | وداع رسمي.
Q | تنتقد بلباقة. ماذا تقول؟ | أرى أن التقرير قد يكون أفضل لو كان أكثر تفصيلًا. | التقرير سيئ. | تقريرك لا قيمة له. | لا يصلح. | نقد مخفّف.
Q | تقطع وعدًا. ماذا تقول؟ | سأحرص على أن يكون التقرير على مكتبك يوم الاثنين. | التقرير ربما الاثنين. | لا أعد بشيء، الاثنين. | الاثنين تقرير محتمل. | وعد.
Q | تدعو أحدهم إلى الكلام. ماذا تقول؟ | ما رأيك أنت يا أستاذة فاطمة؟ | فاطمة، تكلمي. | قولي بسرعة. | فاطمة، الآن. | دعوة مهذبة.
Q | تطلب التفهّم. ماذا تقول؟ | أرجو تفهّمكم اضطرارنا إلى تأجيل الاجتماع. | افهموا. | تأجل الاجتماع، انتهى. | عليكم أن تفهموا. | طلب تفهّم.
Q | تعبّر عن دهشتك. ماذا تقول؟ | حقًّا؟ لم أكن أعلم بذلك إطلاقًا! | أنت تكذب. | أمر مستحيل. | هذا يدهشني أنا. | دهشة.
Q | تعرض مشروبًا. ماذا تقول؟ | هل تحب أن أقدّم لك فنجان قهوة؟ | اشرب قهوة. | أنت تريد قهوة. | خذ قهوة. | عرض مهذب.
Q | عُرضت عليك مساعدة. ماذا تقول؟ | شكرًا على لطفك، لكنني أستطيع التدبّر وحدي. | لا أحتاجك. | لا. | اتركني. | رفض مهذب.
Q | تخفّف رأيك. ماذا تقول؟ | ربما لا يكفي هذا الإجراء وحده. | لن يكفي أبدًا. | يعلم الجميع ذلك. | هكذا هو الأمر وانتهى. | تخفيف.
Q | تقارن بين خيارين. ماذا تقول؟ | من جهة هو أرخص، ومن جهة أخرى أقل متانة. | رخيص ومتانة لا. | رخيص أو متين. | أحدهما نعم والآخر لا. | مقارنة.
Q | تغيّر الموضوع. ماذا تقول؟ | بالمناسبة، هل سمعتَ عن المشروع الجديد؟ | موضوع آخر. | كفى، الموضوع. | غيّر الموضوع. | تغيير موضوع.
Q | تطلب توضيح مصطلح. ماذا تقول؟ | ماذا تعني بالضبط بهذا المصطلح؟ | اشرح المصطلح. | المصطلح ماذا. | لا أفهم. | توضيح.
Q | تؤكد موعدًا. ماذا تقول؟ | إذن نلتقي يوم الخميس في العاشرة. | الخميس عاشرة نحن. | الخميس، سآتي. | الخميس عاشرة أنت. | تأكيد.
Q | أخبرك أحدهم بخبر سيئ. ماذا تقول؟ | أنا آسف جدًّا، هل أستطيع أن أفعل شيئًا من أجلك؟ | هذا خطؤك. | لا شيء مهم. | هذه هي الحياة. | مواساة.
Q | تطلب الهدوء بأدب. ماذا تقول؟ | هل يمكنكم خفض أصواتكم قليلًا من فضلكم؟ | اسكتوا! | أغلقوا أفواهكم. | يكفي ضجيجًا. | طلب مهذب.
Q | تطلب موافقة أحدهم. ماذا تقول؟ | هل توافق على هذا؟ | أتوافق؟ | موافق أنت هذا؟ | نعم أم لا؟ | سؤال مهذب.
Q | تعبّر عن أسفك. ماذا تقول؟ | أعبّر عن أسفي الشديد لعدم توصلنا إلى اتفاق. | أسف اتفاق لا. | لا اتفاق، للأسف. | ضاع الاتفاق، يا خسارة. | أسف رسمي.
Q | تعتذر عن التأخر. ماذا تقول؟ | أعتذر عن التأخر، فقد تأخّر القطار. | تأخر اعتذار. | أنا متأخر، نعم. | متأخر قطار أنا. | اعتذار رسمي.
