# gramatica
Q | राम ＿＿ किताब पढ़ी। | ने | को | से | में | सकर्मक क्रिया के भूतकाल में कर्ता के साथ ने: राम ने किताब पढ़ी।
Q | पहला दिन कैसा रहा? | थकाने वाला पर अच्छा | बुरा | उबाऊ | विनाशकारी | थकाने वाला पर अच्छा।
Q | मैनेजर ने क्या सौंपा? | एक प्रोजेक्ट | छुट्टी | पुरस्कार | नोटिस | प्रोजेक्ट।
Q | बेटी को कैसा लग रहा है? | थोड़ा डर, पर अच्छा | क्रोध | दुख | उदासीनता | डर और खुशी।
Q | सहकर्मी कैसे थे? | मिलनसार | ठंडे | अनुपस्थित | कठोर | मिलनसार।
Q | कौन किससे बात कर रहा है? | बेटी माँ से | मैनेजर माँ से | दो सहकर्मी | दो दोस्त | माँ-बेटी।
@@
@L डॉक्टर: आपकी जाँच के नतीजे कुल मिलाकर अच्छे हैं, पर रक्तचाप थोड़ा ऊँचा है। मैं सलाह दूँगा कि ज़्यादा चलिए और नमक कम कीजिए। तीन महीने बाद फिर जाँच करेंगे, और तब भी कुछ न बदला तो दवाओं की बात करेंगे।
Q | क्या थोड़ा ऊँचा है? | रक्तचाप | शक्कर | तापमान | वज़न | रक्तचाप।
Q | मरीज़ को क्या करना चाहिए? | ज़्यादा चलना और नमक कम करना | दवा लेना | कुछ नहीं | बिस्तर पर रहना | चलना और नमक कम।
Q | अगली जाँच कब है? | तीन महीने बाद | तीन दिन बाद | एक साल बाद | कल | तीन महीने।
Q | दवाओं की बात कब होगी? | अगर कुछ न बदला | तुरंत | कभी नहीं | अगले साल | शर्त पर।
Q | जाँच के नतीजे कुल मिलाकर कैसे हैं? | अच्छे | बुरे | खतरनाक | अस्पष्ट | अच्छे।
@@
@L यात्रा एजेंसी: आपकी वियना की उड़ान रद्द हो गई है। हम आपको गुरुवार की उड़ान में भेज सकते हैं या पूरा पैसा लौटा सकते हैं। ग्राहक: गुरुवार बहुत देर होगी, बुधवार को मेरी बैठक है। एजेंसी: तब केवल पैसे की वापसी बचती है, और दूसरी उड़ान आपको खुद बुक करनी होगी।
Q | उड़ान का क्या हुआ? | रद्द हो गई | देर हुई | जल्दी हुई | बिक गई | रद्द।
Q | एजेंसी क्या प्रस्ताव देती है? | उड़ान बदलना या पैसे लौटाना | ट्रेन | होटल | कूपन | बदलाव या वापसी।
Q | गुरुवार क्यों ठीक नहीं है? | बुधवार को बैठक है | वह बीमार है | पैसे नहीं | उड़ने से डरता है | बुधवार की बैठक।
Q | अंत में क्या बचता है? | पैसे की वापसी | उड़ान बदलना | कूपन | मुआवज़ा | वापसी।
Q | ग्राहक कहाँ जाना चाहता है? | वियना | बर्लिन | ज़्यूरिख़ | प्राग | वियना।
@@
@L कोच: पहले हाफ़ में तुमने अच्छा खेला, पर गेंद बहुत गँवाई। दूसरे हाफ़ में शांत रहना और जगह का बेहतर इस्तेमाल करना। कप्तान: अगर वे ऊँचा दबाव बनाएँ तो? कोच: तब हम किनारों की ओर लंबे पास खेलेंगे।
Q | कोच ने किसकी तारीफ़ की? | पहले हाफ़ की | बचाव की | दर्शकों की | मैदान की | पहला हाफ़।
Q | उसने क्या कमी बताई? | बहुत गेंद गँवाना | कम दौड़ना | झगड़ा | देरी | गेंद गँवाना।
Q | खिलाड़ियों को क्या करना है? | शांत रहना | ज़्यादा दौड़ना | दबाव बनाना | हार मानना | शांत।
Q | विरोधी ऊँचा दबाव बनाएँ तो क्या करें? | किनारों की ओर लंबे पास खेलें | पीछे हटें | बदलाव | रुकें | लंबे पास।
Q | प्रश्न किसने पूछा? | कप्तान ने | कोच ने | दर्शक ने | रेफ़री ने | कप्तान।
@@
@L पत्रकार: आप अपनी पार्टी की सफलता की व्याख्या कैसे करेंगी? मंत्री: हमने डर फैलाने के बजाय ठोस समाधान दिए। पत्रकार: विरोधी कहते हैं कि आपके पास वित्तपोषण की कोई योजना नहीं है। मंत्री: यह सच नहीं है। योजना सार्वजनिक है, बस पढ़ लीजिए।
Q | मंत्री सफलता का कारण क्या बताती हैं? | ठोस समाधान | भाग्य | पैसा | प्रचार | समाधान।
Q | विरोधी क्या कहते हैं? | वित्तपोषण की योजना नहीं है | वह झूठ बोलती हैं | भ्रष्टाचार है | निष्क्रियता है | योजना नहीं।
Q | मंत्री की प्रतिक्रिया क्या है? | वे खंडन करती हैं | स्वीकार करती हैं | चुप रहती हैं | चली जाती हैं | खंडन।
Q | मंत्री का स्वर कैसा है? | आत्मविश्वास भरा | डरा हुआ | उदासीन | उदास | आत्मविश्वास।
Q | «सार्वजनिक है» का क्या अर्थ है? | सबके लिए उपलब्ध है | अनुबंध है | पुस्तक है | बिल है | सार्वजनिक।
@@
@L घोषणा: यात्रियों से निवेदन है कि सिग्नल में खराबी के कारण अमृतसर जाने वाली एक्सप्रेस लगभग बीस मिनट देर से चलेगी। असुविधा के लिए खेद है। लुधियाना जाने वाले यात्री सात नंबर प्लेटफ़ॉर्म से लोकल गाड़ी लें, जो पाँच मिनट में रवाना होगी।
Q | गाड़ी देर से क्यों चलेगी? | सिग्नल में खराबी | हड़ताल | दुर्घटना | मौसम | सिग्नल।
Q | देरी कितनी है? | लगभग बीस मिनट | दो घंटे | पाँच मिनट | एक घंटा | 20 मिनट।
Q | एक्सप्रेस कहाँ जा रही है? | अमृतसर | लुधियाना | दिल्ली | जालंधर | अमृतसर।
Q | लुधियाना के यात्री क्या करें? | सात नंबर प्लेटफ़ॉर्म से लोकल लें | प्रतीक्षा करें | टैक्सी लें | एक्सप्रेस लें | लोकल।
Q | लोकल कब चलेगी? | पाँच मिनट में | एक घंटे में | अभी | कभी नहीं | पाँच मिनट।
@@
@L पड़ोसी: मैं शोर की शिकायत करने आया हूँ। कल रात आपके यहाँ तीन बजे तक पार्टी चलती रही। पड़ोसन: माफ़ कीजिए, बेटे का जन्मदिन था, हमें अंदाज़ा नहीं था कि आवाज़ इतनी दूर जाती है। पड़ोसी: मैं समझता हूँ, पर यह दोबारा नहीं होना चाहिए। पड़ोसन: बिल्कुल, हम ध्यान रखेंगे।
Q | पड़ोसी क्यों आया? | शोर के कारण | कचरे के कारण | पार्किंग के कारण | किराए के कारण | शोर।
Q | पार्टी क्यों थी? | बेटे का जन्मदिन | शादी | नव वर्ष | गृह-प्रवेश | जन्मदिन।
Q | पड़ोसन ने कैसे प्रतिक्रिया दी? | माफ़ी माँगी | गुस्सा किया | इनकार किया | हँसी | माफ़ी।
Q | पड़ोसी की माँग क्या है? | यह दोबारा न हो | पैसे | शिकायत दर्ज | घर बदलना | दोबारा न हो।
Q | पार्टी कितने बजे तक चली? | तीन बजे | दस बजे | आधी रात | पाँच बजे | तीन बजे।
@@
@L प्रोफ़ेसर: जलवायु परिवर्तन भविष्य की नहीं, वर्तमान की समस्या है। चरम मौसमी घटनाएँ बढ़ रही हैं, फ़सलें प्रभावित हो रही हैं और तटीय क्षेत्र खतरे में हैं। इसे पूरी तरह रोका नहीं जा सकता, पर तापमान वृद्धि को दशांश डिग्री भी घटाया जाए तो असर काफ़ी घटता है।
Q | प्रोफ़ेसर के अनुसार जलवायु परिवर्तन कब की समस्या है? | अभी की | केवल भविष्य की | कभी नहीं | सौ साल बाद | वर्तमान।
Q | क्या बढ़ रहा है? | चरम मौसमी घटनाएँ | फ़सलें | तट | केवल बारिश | चरम घटनाएँ।
Q | क्या इसे पूरी तरह रोका जा सकता है? | नहीं | हाँ | उत्तर में हाँ | शायद | नहीं।
Q | असर घटाने के लिए क्या मदद करता है? | तापमान वृद्धि को थोड़ा भी घटाना | अधिक कारें | अधिक उद्योग | कुछ न करना | वृद्धि कम करना।
Q | प्रोफ़ेसर का स्वर कैसा है? | गंभीर और तत्पर | हँसमुख | व्यंग्यपूर्ण | उदासीन | आग्रही।
@@
@L वह: मैं अपना फ़्लैट बेचने की सोच रही हूँ। वह: सच में? तुमने अभी-अभी तो उसकी मरम्मत करवाई है। वह: इसीलिए अभी। कीमत बढ़ गई है और ब्याज दरें अभी ठीक हैं। बेचकर मैं शहर के केंद्र में कुछ छोटा खरीद सकती हूँ। वह: विचार ठीक लगता है, पर जल्दबाज़ी मत करना।
Q | महिला क्या सोच रही है? | फ़्लैट बेचना | घर किराए पर लेना | बिना बेचे जाना | शादी | बिक्री।
Q | अभी क्यों? | कीमत बढ़ गई है | पैसे चाहिए | फ़्लैट नापसंद है | झगड़ा | कीमत बढ़ी।
Q | वह क्या खरीदना चाहती है? | शहर के केंद्र में कुछ छोटा | गाँव में घर | कार | ज़मीन | छोटा घर।
Q | पुरुष की सलाह क्या है? | जल्दबाज़ी मत करो | तुरंत बेचो | कुछ मत करो | पाँच साल रुको | सतर्कता।
Q | फ़्लैट के साथ हाल में क्या हुआ? | मरम्मत हुई | किराए पर दिया | बिका | गिरा दिया | मरम्मत।
@@
@L कर्मचारी: रिपोर्ट तैयार है, पर मुझे आँकड़ों पर थोड़ा संदेह है। प्रबंधक: कौन-से? कर्मचारी: तीसरी तिमाही की बिक्री इतनी ऊँची है कि मुझे प्रविष्टि की गलती लगती है। प्रबंधक: तो भेजने से पहले जाँच लीजिए।
Q | कर्मचारी को किस पर संदेह है? | बिक्री के आँकड़ों पर | प्रारूप पर | समय-सीमा पर | शीर्षक पर | आँकड़े।
Q | उसे किसकी आशंका है? | प्रविष्टि की गलती | धोखाधड़ी | चोरी | वायरस | प्रविष्टि की गलती।
Q | प्रबंधक क्या कहते हैं? | भेजने से पहले जाँचो | तुरंत भेजो | निकाल दो | फिर से लिखो | जाँचो।
Q | कौन-सी तिमाही की बात है? | तीसरी | पहली | दूसरी | चौथी | तीसरी।
Q | रिपोर्ट की स्थिति क्या है? | तैयार है | शुरू नहीं हुई | खो गई | प्रकाशित | तैयार।
@@
@L आवाज़: आपने श्रीमती बर्गर के वॉयसमेल पर संपर्क किया है। मैं पंद्रह मई तक कार्यालय से बाहर हूँ। ज़रूरी हो तो मेरे सहकर्मी श्री लैंग से आंतरिक संख्या चार पाँच छह सात पर संपर्क करें। लौटने पर मैं आपके संदेश का उत्तर दूँगी।
Q | वे कब तक बाहर हैं? | पंद्रह मई तक | मई के अंत तक | कल तक | सोमवार तक | 15 मई।
Q | ज़रूरी हो तो किससे संपर्क करें? | श्री लैंग से | श्रीमती बर्गर से | निदेशक से | रिसेप्शन से | श्री लैंग।
Q | वे उत्तर कब देंगी? | लौटने पर | अभी | कभी नहीं | कल | लौटने पर।
Q | यह क्या है? | वॉयसमेल संदेश | विज्ञापन | पत्र | बातचीत | वॉयसमेल।
Q | सहकर्मी की आंतरिक संख्या क्या है? | 4567 | 7654 | 4576 | 5467 | 4567।
@@
@L अध्यापक: नया विषय शुरू करने से पहले समूहों में चर्चा करो कि तुम स्थिरता के बारे में पहले से क्या जानते हो। तीन बिंदु लिखो, फिर हर समूह एक निष्कर्ष प्रस्तुत करेगा। तुम्हारे पास दस मिनट हैं।
Q | विद्यार्थी पहले क्या करेंगे? | समूहों में चर्चा | परीक्षा | केवल सुनना | घर जाना | समूह चर्चा।
Q | कितने बिंदु लिखने हैं? | तीन | दो | पाँच | दस | तीन।
Q | उसके बाद क्या होगा? | हर समूह एक निष्कर्ष प्रस्तुत करेगा | अध्यापक जाँचेंगे | विराम | परीक्षा | प्रस्तुति।
Q | कितना समय है? | दस मिनट | एक घंटा | पाँच मिनट | बीस मिनट | दस मिनट।
Q | विषय क्या है? | स्थिरता | इतिहास | खेल | राजनीति | स्थिरता।
@@
@L सहकर्मी क: ग्राहक ने फिर शिकायत की है। सहकर्मी ख: इस बार किस बात की? सहकर्मी क: कहता है कि पैकेट अधूरा पहुँचा। जबकि हमने सूची के अनुसार सब पैक किया था। सहकर्मी ख: शायद ढुलाई में कुछ खो गया होगा। मैं परिवहन कंपनी को फ़ोन करता हूँ।
Q | ग्राहक की शिकायत क्या है? | पैकेट अधूरा पहुँचा | कीमत | गुणवत्ता | देरी | अधूरा।
Q | सहकर्मी पैकिंग के बारे में क्या कहते हैं? | सूची के अनुसार सब पैक किया था | कुछ छूट गया | कुछ पैक नहीं हुआ | ग्राहक झूठ बोल रहा है | सूची के अनुसार।
Q | सहकर्मी ख क्या अनुमान लगाते हैं? | ढुलाई में खो गया | धोखाधड़ी | ग्राहक की गलती | गोदाम में चोरी | ढुलाई।
Q | वे क्या करने वाले हैं? | परिवहन कंपनी को फ़ोन | ग्राहक को फ़ोन | पुलिस बुलाना | इस्तीफ़ा | फ़ोन।
Q | ग्राहक ने शिकायत कितनी बार की है? | फिर से (पहली बार नहीं) | पहली बार | कभी नहीं | शायद ही | दोबारा।
@@
# writing
Q | उपयुक्त योजक चुनिए: परियोजना महँगी है, ＿＿ लंबे समय में लाभदायक है। | फिर भी | इसलिए | और भी | क्योंकि | विरोध: फिर भी।
Q | उपयुक्त योजक चुनिए: उसने पढ़ाई नहीं की, ＿＿ वह अनुत्तीर्ण हो गया। | इसलिए | फिर भी | जबकि | या | परिणाम: इसलिए।
Q | उपयुक्त योजक चुनिए: जल्दी करो, ＿＿ गाड़ी छूट जाएगी। | नहीं तो | इसलिए | तथा | यद्यपि | नहीं तो = अन्यथा।
Q | उपयुक्त योजक चुनिए: शहर सुंदर है, ＿＿ बहुत महँगा है। | पर | इसलिए | अतः | ताकि | विरोध: पर।
Q | उपयुक्त योजक चुनिए: ＿＿ मौसम खराब था, फिर भी समारोह हुआ। | यद्यपि | क्योंकि | ताकि | इसलिए | यद्यपि ... फिर भी।
Q | उपयुक्त योजक चुनिए: दाम बढ़ रहे हैं, ＿＿ वेतन घट रहे हैं। | जबकि | इसलिए | अर्थात् | जैसे | विरोध: जबकि।
Q | उपयुक्त योजक चुनिए: उसके पास बहुत अनुभव है, ＿＿ वह अभी युवा है। | यद्यपि | इसलिए | अतः | तथा | यद्यपि।
Q | औपचारिक पत्र का उचित संबोधन कौन-सा है? | आदरणीय महोदय, | अरे भाई, | प्यारे दोस्त, | हैलो, | औपचारिक संबोधन।
Q | औपचारिक पत्र का उचित समापन कौन-सा है? | भवदीय, | तुम्हारा दोस्त, | बाय, | फिर मिलेंगे, | औपचारिक समापन।
Q | सबसे विनम्र वाक्य कौन-सा है? | क्या आप बता सकेंगे कि दस्तावेज़ कब तक पहुँचेंगे? | बताओ दस्तावेज़ कब आएँगे। | दस्तावेज़ कब आएँगे? | मुझे जानना है कब। | विनम्र अनुरोध।
Q | शिकायत के लिए उपयुक्त वाक्य कौन-सा है? | कृपया इस त्रुटि को शीघ्र दूर कराएँ। | सब कुछ बढ़िया है। | बेकार में धन्यवाद। | मुझे परवाह नहीं। | औपचारिक शिकायत।
Q | सबसे औपचारिक वाक्य कौन-सा है? | मैं इस पद के लिए आवेदन करना चाहता हूँ। | मुझे यह नौकरी चाहिए। | यह काम मैं ले लूँगा। | मुझे नौकरी दे दो। | औपचारिक शैली।
Q | शुद्ध वाक्य चुनिए: | विद्यार्थी परीक्षा में सफल हुए। | विद्यार्थी परीक्षा में सफल हुआ हैं। | विद्यार्थी परीक्षा में सफल हुई हैं (पुरुषों के लिए)। | विद्यार्थियों परीक्षा में सफल हुए। | बहुवचन कर्ता + बहुवचन क्रिया।
Q | शुद्ध वाक्य चुनिए: | मुझे हिंदी आती है। | मुझको हिंदी आता है। | मैं हिंदी आती हूँ (पुरुष)। | मुझे हिंदी जाती है। | «आना» + मुझे: आती है (हिंदी स्त्री.)।
Q | शुद्ध वाक्य चुनिए: | उसने रोटी खाई। | उसने रोटी खाया। | वह रोटी खाई। | उसने रोटी खाईं। | ने + कर्म «रोटी» (स्त्री.).
Q | शुद्ध वाक्य चुनिए: | मैंने उसे बुलाया। | मैंने उसको बुलाई। | मैं उसे बुलाया। | मैंने उसका बुलाया। | बुलाना + को/उसे: बुलाया।
Q | शुद्ध वाक्य चुनिए: | सब लोग आ गए। | सब लोग आ गया। | सब लोग आई। | सब लोग आया। | «लोग» बहुवचन: गए।
Q | शुद्ध वाक्य चुनिए: | उसकी बहनें आई हैं। | उसकी बहनें आया है। | उसका बहनें आई हैं। | उसके बहनें आई हैं। | संबंध कारक बहनें (स्त्री.): उसकी।
Q | शुद्ध वाक्य चुनिए: | मेरे पास दो किताबें हैं। | मेरे पास दो किताब हैं। | मेरा पास दो किताबें हैं। | मेरी पास दो किताबें हैं। | «के पास»: मेरे पास।
Q | शुद्ध वाक्य चुनिए: | वह हर रोज़ स्कूल जाता है। | वह हर रोज़ स्कूल जाती है (पुरुष)। | वह हर रोज़ स्कूल जाते हैं (एक बालक)। | वे हर रोज़ स्कूल जाता है। | लिंग-वचन की संगति।
Q | शुद्ध वाक्य चुनिए: | क्या आप कल आएँगे? | क्या आप कल आएगा? | क्या आप कल आएँगी (पुरुष)? | क्या आप कल आओगे? | आदरार्थ: आएँगे।
Q | शुद्ध वाक्य चुनिए: | मुझे तुम्हारी मदद चाहिए। | मुझे तुम्हारा मदद चाहिए। | मुझे तुम्हारी मदद चाहते हैं। | मैं तुम्हारी मदद चाहिए। | «मदद» (स्त्री.): तुम्हारी।
Q | कारक चिह्न भरिए: वह चम्मच ＿＿ खाना खाता है। | से | को | में | पर | करण कारक: से।
Q | कारक चिह्न भरिए: सैनिक ＿＿ देश की रक्षा की। | ने | को | से | पर | कर्ता कारक: ने।
Q | कारक चिह्न भरिए: बच्चे माँ ＿＿ डरते हैं। | से | को | में | पर | अपादान: से।
Q | कारक चिह्न भरिए: वह अपने पिता ＿＿ चिट्ठी लिखता है। | को | से | में | पर | संप्रदान/कर्म: को।
Q | कारक चिह्न भरिए: पेड़ ＿＿ पत्ते गिर रहे हैं। | से | पर | में | को | अपादान: पेड़ से।
Q | कारक चिह्न भरिए: मेज़ ＿＿ किताब रखी है। | पर | में | से | को | अधिकरण: पर।
Q | कारक चिह्न भरिए: कमरे ＿＿ बच्चे खेल रहे हैं। | में | पर | से | को | अधिकरण: में।
Q | कारक चिह्न भरिए: यह राम ＿＿ घर है। | का | की | के | ने | संबंध कारक: का।
Q | विराम चिह्न चुनिए: तुम कहाँ जा रहे हो ＿＿ | ? | । | ! | , | प्रश्न: ?
Q | विराम चिह्न चुनिए: वाह, कितना सुंदर दृश्य है ＿＿ | ! | ? | , | ; | विस्मय: !
Q | विराम चिह्न चुनिए: राम ＿＿ श्याम और मोहन आए। | , | । | ? | ! | गिनती में अल्पविराम।
Q | शब्द-चयन: उसने कठिन ＿＿ से परीक्षा पास की। | परिश्रम | परीक्षण | परिश्रय | परिणय | «परिश्रम से पास किया»।
Q | शब्द-चयन: सरकार ने नई ＿＿ की घोषणा की। | नीति | नीचि | नीता | नीत | «नीति की घोषणा»।
Q | शब्द-चयन: देश ＿＿ का प्रश्न सबसे बड़ा है। | सुरक्षा | सुरक्षित | सुरक्ष | सुरक्षक | «सुरक्षा का प्रश्न»।
Q | शब्द-चयन: इस योजना का ＿＿ सभी को मिलेगा। | लाभ | लोभ | लोप | लक्ष | «लाभ मिलेगा»।
Q | शब्द-चयन: मुझे उसकी ＿＿ पर विश्वास है। | ईमानदारी | ईमानदार | ईमानी | इमान | «ईमानदारी पर विश्वास»।
Q | शब्द-चयन: सैनिक ने ＿＿ से देश की सेवा की। | निष्ठा | निष्ठुर | निष्प्राण | निषेध | «निष्ठा से सेवा»।
Q | शब्द-चयन: वैज्ञानिक ने नया ＿＿ किया। | आविष्कार | अविष्कार | आविश्कार | आबिष्कार | शुद्ध: आविष्कार।
Q | वाच्य परिवर्तन: «राम ने पत्र लिखा।» का कर्मवाच्य | राम द्वारा पत्र लिखा गया। | राम पत्र लिखा। | पत्र राम लिखता है। | राम से पत्र लिखा। | कर्मवाच्य: द्वारा … गया।
Q | वाच्य परिवर्तन: «मुझसे चला नहीं जाता।» किस वाच्य का उदाहरण है? | भाववाच्य | कर्तृवाच्य | कर्मवाच्य | संयुक्त वाच्य | असमर्थता: भाववाच्य।
Q | वाच्य परिवर्तन: «बच्चे दूध पीते हैं।» किस वाच्य में है? | कर्तृवाच्य | कर्मवाच्य | भाववाच्य | संयुक्त | कर्तृवाच्य।
Q | मुहावरे का अर्थ: «आसमान से बातें करना» | बहुत ऊँचा होना | बादल देखना | ज़ोर से बोलना | उड़ना | आसमान से बातें करना = अत्यंत ऊँचा।
Q | मुहावरे का अर्थ: «कान भरना» | चुगली करना | कान साफ़ करना | ध्यान से सुनना | बहरा होना | कान भरना = चुगली।
Q | मुहावरे का अर्थ: «टेढ़ी खीर» | बहुत कठिन काम | स्वादिष्ट भोजन | सरल काम | पुराना काम | टेढ़ी खीर = कठिन।
Q | मुहावरे का अर्थ: «पानी-पानी होना» | बहुत शर्मिंदा होना | बारिश होना | प्यासा होना | नहाना | शर्म से पानी-पानी।
Q | मुहावरे का अर्थ: «गागर में सागर भरना» | थोड़े में बहुत कह देना | पानी भरना | घड़ा तोड़ना | समुद्र पार करना | गागर में सागर।
Q | मुहावरे का अर्थ: «हवा से बातें करना» | बहुत तेज़ दौड़ना | हवा में उड़ना | धीमे बोलना | चुप रहना | हवा से बातें करना = अत्यंत तेज़।
Q | लोकोक्ति का अर्थ: «एक और एक ग्यारह» | एकता में शक्ति | गणित | जोड़ना | ग्यारह होना | एक और एक ग्यारह = संगठन में बल।
Q | लोकोक्ति का अर्थ: «नाच न जाने आँगन टेढ़ा» | अपनी कमी दूसरों पर थोपना | नाचना अच्छा है | आँगन टेढ़ा है | आँगन ठीक करना | अपनी अयोग्यता छिपाना।
Q | लोकोक्ति का अर्थ: «थोथा चना बाजे घना» | कम गुण वाला अधिक दिखावा करता है | चना खाना | बाजा बजाना | घर बनाना | खोखले का शोर।
Q | लोकोक्ति का अर्थ: «ऊँची दुकान फीका पकवान» | दिखावा ज़्यादा, गुण कम | दुकान ऊँची होती है | पकवान अच्छा है | महँगा सामान | बाहरी चमक।
Q | लोकोक्ति का अर्थ: «जैसी करनी वैसी भरनी» | जैसा कर्म वैसा फल | करनी भरना | जैसा नाम वैसा काम | भर देना | कर्म का फल।
Q | पर्यायवाची चुनिए: आँख | नयन | कान | नाक | मुख | आँख = नयन।
Q | पर्यायवाची चुनिए: हाथी | गज | अश्व | सिंह | वानर | हाथी = गज।
Q | पर्यायवाची चुनिए: घर | गृह | वन | नगर | मार्ग | घर = गृह।
Q | पर्यायवाची चुनिए: वन | जंगल | पर्वत | नदी | सागर | वन = जंगल।
Q | विलोम चुनिए: सुख | दुख | आनंद | हर्ष | प्रसन्नता | सुख ↔ दुख।
Q | विलोम चुनिए: सफलता | विफलता | कामयाबी | जीत | उपलब्धि | सफलता ↔ विफलता।
Q | विलोम चुनिए: स्वर्ग | नरक | देवलोक | आकाश | धरती | स्वर्ग ↔ नरक।
Q | विलोम चुनिए: विकास | पतन | उन्नति | प्रगति | निर्माण | विकास ↔ पतन/ह्रास।
Q | विलोम चुनिए: प्रकाश | अंधकार | उजाला | रोशनी | किरण | प्रकाश ↔ अंधकार।
Q | विलोम चुनिए: उदय | अस्त | जन्म | आरंभ | प्रारंभ | उदय ↔ अस्त।
Q | शुद्ध वाक्य चुनिए: | मैं बाज़ार जा रहा हूँ। | मैं बाज़ार जा रहा है। | मैं बाज़ार जा रही हैं। | मैं बाज़ार जा रहे हैं। | कर्ता «मैं» (पु.) के साथ: रहा हूँ।
Q | शुद्ध वाक्य चुनिए: | तुम कहाँ रहते हो? | तुम कहाँ रहता है? | तुम कहाँ रहती हैं? | तुम कहाँ रहते हैं (एक व्यक्ति के लिए)? | «तुम» के साथ: रहते हो।
Q | शुद्ध वाक्य चुनिए: | वह अभी सो रहा है। | वह अभी सो रहा हूँ। | वह अभी सो रही हैं (पुरुष)। | वह अभी सो रहे हो। | «वह» (पु.) के साथ: रहा है।
Q | शुद्ध वाक्य चुनिए: | हम कल घूमने गए थे। | हम कल घूमने गया था। | हम कल घूमने गई थी (पुरुष)। | हम कल घूमने जाता था। | «हम» बहुवचन: गए थे।
Q | शुद्ध वाक्य चुनिए: | उसने आम खाए। | उसने आम खाया (बहुवचन)। | उसने आम खाई। | वह आम खाए। | ने + कर्म «आम» (बहु.): खाए।
Q | कारक चिह्न भरिए: वह शहर ＿＿ गाँव जाता है। | से | में | पर | को | अपादान: शहर से।
Q | कारक चिह्न भरिए: उसने बच्चे ＿＿ खिलौना दिया। | को | से | में | पर | संप्रदान: बच्चे को।
Q | कारक चिह्न भरिए: वह घर ＿＿ बाहर खड़ा है। | के | की | का | में | «के बाहर»: संबंध कारक तिर्यक।
Q | कारक चिह्न भरिए: मैं रोज़ बस ＿＿ आता हूँ। | से | को | में | पर | साधन: से।
Q | पर्यायवाची चुनिए: फूल | पुष्प | वृक्ष | पत्ता | जड़ | फूल = पुष्प।
Q | पर्यायवाची चुनिए: स्त्री | नारी | पुरुष | बालक | वृद्ध | स्त्री = नारी।
# speaking
Q | आपने सुन नहीं पाया। विनम्रता से दोबारा कहने को कैसे कहेंगे? | क्षमा कीजिए, क्या आप कृपया दोहरा सकते हैं? | क्या? | दोबारा बोलो! | फिर से! | विनम्र अनुरोध।
Q | सहकर्मी धन्यवाद कहता है। स्वाभाविक उत्तर क्या है? | कोई बात नहीं, मुझे मदद करके खुशी हुई। | मैं भी आपका धन्यवाद करता हूँ आपको। | धन्यवाद मत कहिए। | ऐसी बात मत कीजिए। | स्वाभाविक उत्तर।
Q | आप विनम्रता से असहमति जताना चाहते हैं। क्या कहेंगे? | मैं आपकी बात समझता हूँ, पर आँकड़े कुछ और बताते हैं। | आप गलत हैं। | बकवास है। | यह बेतुका है। | विनम्र असहमति।
Q | बीच में विनम्रता से टोकना है। क्या कहेंगे? | माफ़ कीजिए, बीच में टोक रहा हूँ, क्या मैं कुछ जोड़ सकता हूँ? | चुप रहो। | अब मैं बोलूँगा। | बस करो। | विनम्र हस्तक्षेप।
Q | निमंत्रण को विनम्रता से अस्वीकार करना है। क्या कहेंगे? | निमंत्रण के लिए धन्यवाद, पर मुझे खेद है, मेरी पहले से व्यस्तता है। | नहीं। | मन नहीं है। | मैं नहीं आऊँगा, चलो। | विनम्र इनकार।
Q | सोचने के लिए समय चाहिए। क्या कहेंगे? | अच्छा सवाल है, मुझे ज़रा सोचने दीजिए। | पता नहीं। | कोई विचार नहीं। | किसी और से पूछिए। | समय लेना।
Q | रास्ता पूछना है। क्या कहेंगे? | माफ़ कीजिए, स्टेशन कैसे पहुँचूँ? | स्टेशन कहाँ? | स्टेशन बताओ। | स्टेशन, जल्दी! | विनम्र प्रश्न।
Q | होटल में शिकायत करनी है। क्या कहेंगे? | क्षमा कीजिए, मेरे कमरे का हीटर काम नहीं कर रहा, क्या आप देख सकेंगे? | आपका हीटर बेकार है। | अभी ठीक करो। | आपका होटल सबसे खराब है। | विनम्र शिकायत।
Q | परीक्षा में सफलता पर बधाई मिली। क्या कहेंगे? | बहुत-बहुत धन्यवाद, मुझे बहुत खुशी है। | हाँ, ज़ाहिर है। | यह आसान था। | मुझे पता है। | स्वाभाविक उत्तर।
Q | सुझाव देना है। क्या कहेंगे? | क्यों न हम मुलाक़ात टाल दें? | टाल दो। | मुलाक़ात तुम टालो। | बस टाल दीजिए। | सुझाव।
Q | अपनी राय रखनी है। क्या कहेंगे? | मेरे विचार से हमें यह परियोजना जारी रखनी चाहिए। | मैं राय परियोजना। | परियोजना राय है। | राय जारी। | राय की अभिव्यक्ति।
Q | सहमति की पुष्टि करनी है। क्या कहेंगे? | बिल्कुल, मैं भी यही सोचता हूँ। | हाँ नहीं। | यह सच नहीं है। | शायद ऐसा। | सहमति।
Q | मदद माँगनी है। क्या कहेंगे? | क्या आप ज़रा मेरी मदद कर सकते हैं? | अभी मदद करो। | तुम मदद करते हो। | मदद दो। | विनम्र अनुरोध।
Q | कोई देरी के लिए क्षमा माँगता है। क्या उत्तर देंगे? | कोई बात नहीं, कृपया बैठिए। | यह आपकी समस्या है। | बहुत देर हो गई! | फिर से! | समझदारी भरा उत्तर।
