# gramatica
Q | Er tat so, ＿＿ er nichts gehört hätte. | als ob | wenn | dass | weil | Comparación irreal: als ob + Konjunktiv II.
Q | Was sollen Reisende nach Augsburg tun? | den Regionalzug auf Gleis 7 nutzen | warten | ein Taxi nehmen | den ICE nehmen | Tren regional.
Q | Wann fährt der Regionalzug ab? | in fünf Minuten | in einer Stunde | sofort | gar nicht | Cinco minutos.
@@
@L Herr: Ich möchte mich über den Lärm beschweren. Gestern Nacht wurde bis drei Uhr gefeiert. Nachbarin: Das tut mir sehr leid. Es war der Geburtstag meines Sohnes, und wir haben nicht bedacht, wie weit man es hört. Herr: Ich verstehe, aber das darf sich nicht wiederholen. Nachbarin: Selbstverständlich, ich werde es weitergeben.
Q | Worüber beschwert sich der Mann? | über Lärm | über Müll | über Parkplätze | über die Miete | Ruido.
Q | Warum wurde gefeiert? | Geburtstag des Sohnes | Hochzeit | Silvester | Einzug | Cumpleaños.
Q | Wie reagiert die Nachbarin? | entschuldigend | trotzig | wütend | gleichgültig | Se disculpa.
Q | Was fordert der Mann? | dass es sich nicht wiederholt | Geld | eine Anzeige | Umzug | No repetir.
Q | Wie lange wurde gefeiert? | bis drei Uhr | bis zehn | bis Mitternacht | bis fünf | Tres.
@@
@L Professorin: Der Klimawandel ist kein Problem der Zukunft, sondern der Gegenwart. Extremwetter nehmen zu, Ernten fallen aus, und Küstenregionen sind gefährdet. Zwar lässt sich die Entwicklung nicht vollständig aufhalten, doch jedes Zehntelgrad weniger Erwärmung verringert die Folgen spürbar.
Q | Wann ist der Klimawandel ein Problem laut Professorin? | schon in der Gegenwart | nur in der Zukunft | nie | in 100 Jahren | Ya presente.
Q | Was nimmt zu? | Extremwetter | Ernten | Küsten | Regen allein | Fenómenos extremos.
Q | Kann man die Entwicklung aufhalten? | nicht vollständig | vollständig | gar nicht | nur im Norden | No del todo.
Q | Was verringert die Folgen? | jedes Zehntelgrad weniger Erwärmung | mehr Autos | mehr Industrie | Nichtstun | Cada décima cuenta.
Q | Der Ton der Professorin ist | eindringlich | fröhlich | ironisch | gleichgültig | Enfático.
@@
@L Frau: Ich überlege, meine Wohnung zu verkaufen. Mann: Wirklich? Du hast sie doch erst renoviert. Frau: Eben deshalb. Der Wert ist gestiegen, und die Zinsen sind noch moderat. Ich könnte mit dem Erlös etwas Kleineres im Zentrum kaufen. Mann: Klingt vernünftig, aber pass auf, dass du nicht überstürzt handelst.
Q | Was überlegt die Frau? | ihre Wohnung zu verkaufen | ein Haus zu mieten | umzuziehen ohne Verkauf | zu heiraten | Vender.
Q | Warum jetzt? | Der Wert ist gestiegen. | Sie braucht Geld nicht. | Sie hasst die Wohnung. | Es gibt Streit. | Ha subido de valor.
Q | Was möchte sie kaufen? | etwas Kleineres im Zentrum | ein Haus auf dem Land | ein Auto | ein Grundstück | Piso pequeño céntrico.
Q | Was rät der Mann? | nicht überstürzt zu handeln | sofort zu verkaufen | nichts zu tun | zu warten fünf Jahre | Cautela.
Q | Die Wohnung wurde | kürzlich renoviert | vermietet | verkauft | zerstört | Recién reformada.
@@
@L Mitarbeiter: Der Bericht ist fertig, aber ich habe bei den Zahlen ein ungutes Gefühl. Chefin: Warum? Mitarbeiter: Die Umsätze im dritten Quartal sind so stark gestiegen, dass ich einen Eingabefehler vermute. Chefin: Dann prüfen Sie das bitte, bevor der Bericht rausgeht.
Q | Was beunruhigt den Mitarbeiter? | die starken Umsatzzahlen | das Layout | die Frist | der Titel | Cifras sospechosas.
Q | Was vermutet er? | einen Eingabefehler | Betrug | Diebstahl | einen Virus | Error de entrada.
Q | Was verlangt die Chefin? | Prüfung vor Versand | Sofortversand | Entlassung | Neuschreiben | Revisar.
Q | Für welches Quartal sind die Zahlen? | das dritte | das erste | das zweite | das vierte | Tercer trimestre.
Q | Der Bericht ist | fertig | nicht begonnen | verloren | veröffentlicht | Terminado.
@@
@L Stimme: Sie haben die Mailbox von Frau Berger erreicht. Ich bin bis zum 15. Mai nicht im Büro. In dringenden Fällen wenden Sie sich bitte an meinen Kollegen, Herrn Lang, unter der Nummer 4 5 6 7. Ich werde Ihre Nachricht nach meiner Rückkehr beantworten.
Q | Bis wann ist Frau Berger nicht im Büro? | bis zum 15. Mai | bis Ende Mai | bis morgen | bis Montag | 15 de mayo.
Q | An wen wendet man sich in dringenden Fällen? | an Herrn Lang | an Frau Berger | an die Zentrale | an den Chef | Sr. Lang.
Q | Wann beantwortet sie die Nachricht? | nach ihrer Rückkehr | sofort | nie | morgen | Al volver.
Q | Was ist das für ein Text? | eine Mailbox-Ansage | ein Werbespot | ein Brief | ein Gespräch | Buzón de voz.
Q | Die Durchwahl des Kollegen ist | 4567 | 7654 | 4576 | 5467 | Número 4567.
@@
@L Lehrer: Bevor wir mit dem neuen Thema beginnen, möchte ich, dass ihr in Gruppen kurz besprecht, was ihr bereits über Nachhaltigkeit wisst. Notiert drei Stichpunkte, und danach stellt jede Gruppe ein Ergebnis vor. Ihr habt zehn Minuten.
Q | Was sollen die Schüler zuerst tun? | in Gruppen besprechen, was sie wissen | einen Test schreiben | zuhören | nach Hause gehen | Trabajo en grupo.
Q | Wie viele Stichpunkte sollen notiert werden? | drei | zwei | fünf | zehn | Tres.
Q | Was folgt danach? | Jede Gruppe stellt ein Ergebnis vor. | Der Lehrer prüft. | Pause. | Test. | Presentan un resultado.
Q | Wie viel Zeit haben die Schüler? | zehn Minuten | eine Stunde | fünf Minuten | zwanzig Minuten | Diez minutos.
Q | Das Thema ist | Nachhaltigkeit | Geschichte | Sport | Politik | Sostenibilidad.
@@
@L Kollegin: Der Kunde hat sich schon wieder beschwert. Kollege: Worüber diesmal? Kollegin: Er sagt, die Lieferung sei unvollständig gewesen. Dabei haben wir alles laut Liste eingepackt. Kollege: Vielleicht ist beim Transport etwas verloren gegangen. Ich rufe den Spediteur an.
Q | Worüber beschwert sich der Kunde? | unvollständige Lieferung | Preis | Qualität | Verspätung | Entrega incompleta.
Q | Was sagen die Kollegen zur Verpackung? | Alles wurde laut Liste eingepackt. | Es fehlte etwas. | Nichts wurde eingepackt. | Der Kunde lügt. | Según la lista.
Q | Was vermutet der Kollege? | Verlust beim Transport | Betrug | Fehler des Kunden | Diebstahl im Lager | Pérdida en transporte.
Q | Was will er tun? | den Spediteur anrufen | den Kunden anrufen | die Polizei rufen | kündigen | Llamar al transportista.
Q | Der Kunde beschwert sich | schon wieder | zum ersten Mal | nie | selten | Otra vez.
@@
# writing
Q | Wählen Sie den passenden Konnektor: Das Projekt ist teuer; ＿＿ lohnt es sich langfristig. | dennoch | deshalb | außerdem | nämlich | Dennoch = a pesar de ello (contraste).
Q | Wählen Sie den passenden Konnektor: Er hat nicht gelernt. ＿＿ ist er durchgefallen. | Folglich | Trotzdem | Immerhin | Sonst | Folglich = consecuencia.
Q | Wählen Sie den passenden Konnektor: Sie muss sich beeilen; ＿＿ verpasst sie den Zug. | andernfalls | folglich | außerdem | jedoch | Andernfalls = de lo contrario.
Q | Wählen Sie den passenden Konnektor: Die Stadt ist schön. ＿＿ ist sie sehr teuer. | Allerdings | Deshalb | Also | Somit | Allerdings introduce una restricción.
Q | Wählen Sie den passenden Konnektor: ＿＿ das Wetter schlecht war, fand das Fest statt. | Obwohl | Weil | Damit | Falls | Obwohl = concesión.
Q | Wählen Sie den passenden Konnektor: Die Preise steigen; ＿＿ sinken die Löhne. | gleichzeitig | dennoch nicht | daher | nämlich | Gleichzeitig = al mismo tiempo.
Q | Wählen Sie den passenden Konnektor: Er hat viel Erfahrung; ＿＿ ist er sehr jung. | zudem | dennoch | folglich | sonst | Zudem = además.
Q | Wählen Sie die passende Anrede in einem formellen Brief an eine unbekannte Person. | Sehr geehrte Damen und Herren, | Hallo zusammen, | Liebe Leute, | Hi, | Saludo formal.
Q | Wählen Sie den passenden Schluss eines formellen Briefes. | Mit freundlichen Grüßen | Bis bald | Tschüss | Ciao | Cierre formal.
Q | Welcher Satz ist der höflichste? | Könnten Sie mir bitte mitteilen, wann die Unterlagen eintreffen? | Sag mir, wann die Sachen kommen. | Wann kommt das Zeug? | Ich will wissen, wann. | Registro formal con Konjunktiv II.
Q | Welcher Satz passt in eine Beschwerde? | Ich bitte Sie, den Mangel umgehend zu beheben. | Ich finde alles toll. | Danke für nichts. | Egal. | Reclamación formal.
Q | Welcher Satz ist der formellste? | Ich möchte mich für die Stelle bewerben. | Ich will den Job. | Ich hätte den Job gern, danke. | Job her! | Frase de solicitud.
Q | Welcher Satz ist korrekt geschrieben? | Er hat sich für die Stelle beworben. | Er hat sich für die Stelle bewerbt. | Er hat sich für die Stelle beworbet. | Er hat sich für die Stelle bewirbt. | Partizip II de bewerben: beworben.
Q | Welcher Satz ist korrekt geschrieben? | Das Ergebnis, das wir erwartet hatten, blieb aus. | Das Ergebnis das wir erwartet hatten blieb aus. | Das Ergebnis; das wir erwartet hatten, blieb aus. | Das Ergebnis, das, wir erwartet hatten blieb aus. | Coma antes y después de la relativa.
Q | Welche Schreibweise ist richtig? | Er fährt morgen nach Berlin. | Er fährt Morgen nach Berlin. | Er fährt morgen Nach Berlin. | er fährt Morgen nach berlin. | Adverbio morgen en minúscula.
Q | Welche Schreibweise ist richtig? | im Allgemeinen | im allgemeinen | Im allgemeinen | imallgemeinen | Im Allgemeinen se escribe con mayúscula (sustantivación).
Q | Welche Schreibweise ist richtig? | zurzeit | zur zeit | zu Zeit | zuzeit | Zurzeit (actualmente) junto.
Q | Ich hoffe, ＿＿ du bald wieder gesund bist. | dass | das | daß | dasz | Conjunción subordinante: dass.
Q | Welche Schreibweise ist richtig? | im Grunde genommen | im grunde genommen | Im grunde Genommen | imgrunde genommen | Locución con Grunde en mayúscula (sustantivo).
Q | Welches Wort ist richtig geschrieben? | Adresse | Addresse | Adrese | Adreße | Adresse con una d.
Q | Welches Wort ist richtig geschrieben? | Bibliothek | Bibliotek | Biblioteck | Bibliothehk | Bibliothek con th.
Q | Welches Wort ist richtig geschrieben? | Standard | Standart | Stantard | Standhard | Standard.
Q | Welches Wort ist richtig geschrieben? | vielleicht | vieleicht | fieleicht | vieleich | Vielleicht.
Q | Welches Wort ist richtig geschrieben? | Entschuldigung | Endschuldigung | Entschuldigunk | Entschuldichung | Entschuldigung.
Q | Welcher Satz enthält keinen Fehler? | Dem Kind wurde ein Buch geschenkt. | Das Kind wurde ein Buch geschenkt. | Dem Kind wurde einem Buch geschenkt. | Dem Kinde ward ein Buch geschenken. | Dativ + Passiv.
Q | Welcher Satz enthält keinen Fehler? | Obwohl er müde war, arbeitete er weiter. | Obwohl er war müde, arbeitete er weiter. | Obwohl er müde war, er arbeitete weiter. | Obwohl er müde war arbeitete er. weiter. | Verbo al final y verbo conjugado en la principal.
Q | Welcher Satz enthält keinen Fehler? | Ich habe gestern einen interessanten Vortrag gehört. | Ich habe gestern ein interessanten Vortrag gehört. | Ich habe gestern einen interessante Vortrag gehört. | Ich habe gestern einen interessanten Vortrag gehören. | Concordancia adjetivo y Partizip II.
Q | Welcher Satz enthält keinen Fehler? | Er interessiert sich dafür, wie das funktioniert. | Er interessiert sich dafür, wie funktioniert das. | Er interessiert sich dafür, wie das funktioniert wird. | Er interessiert sich dafür wie, das funktioniert. | Subordinada con verbo al final.
Q | Welcher Satz enthält keinen Fehler? | Wenn ich Zeit habe, rufe ich dich an. | Wenn ich habe Zeit, rufe ich dich an. | Wenn ich Zeit habe, ich rufe dich an. | Wenn ich Zeit habe rufe dich ich an. | Orden verbal.
Q | Welcher Satz enthält keinen Fehler? | Sie hat mir erzählt, dass sie umziehen wird. | Sie hat mir erzählt, dass sie wird umziehen. | Sie hat mir erzählt, dass sie umziehen wurde. | Sie hat mir erzählt, dass umziehen sie wird. | Verbo auxiliar al final.
Q | Formen Sie um: 'Man muss die Tür schließen.' | Die Tür muss geschlossen werden. | Die Tür wird geschlossen müssen. | Die Tür muss schließen werden. | Die Tür wurde geschlossen müssen. | Pasiva con modal.
Q | Formen Sie um: 'Man hat den Fehler entdeckt.' | Der Fehler wurde entdeckt. | Der Fehler hat entdeckt. | Der Fehler ist entdecken. | Der Fehler wird entdeckt worden. | Pasiva de Präteritum.
Q | Formen Sie um: 'Weil es regnet, bleiben wir zu Hause.' | Es regnet, deshalb bleiben wir zu Hause. | Es regnet, deshalb wir bleiben zu Hause. | Es regnet, weil bleiben wir zu Hause. | Es regnet, dass bleiben wir zu Hause. | Deshalb + verbo en segunda posición.
Q | Formen Sie um: 'Sie sagte: Ich bin müde.' | Sie sagte, sie sei müde. | Sie sagte, ich bin müde. | Sie sagte, dass sie müde ist gewesen. | Sie sagte, sie war müde sein. | Discurso indirecto con Konjunktiv I.
Q | Formen Sie um: 'Er sagte: Ich habe keine Zeit.' | Er sagte, er habe keine Zeit. | Er sagte, ich habe keine Zeit. | Er sagte, er hatte keine Zeit haben. | Er sagte, dass ich keine Zeit habe. | Konjunktiv I: habe.
Q | Formen Sie um: 'Wenn ich reich wäre, würde ich reisen.' | Wäre ich reich, würde ich reisen. | Wäre ich reich, ich würde reisen. | Wenn wäre ich reich, würde ich reisen. | War ich reich, würde ich reisen. | Condicional sin wenn con inversión.
Q | Formen Sie um: 'Der Student, der gestern kam, ist krank.' | Der gestern gekommene Student ist krank. | Der gestern gekommen Student ist krank. | Der Student gestern gekommene ist krank. | Der gestern gekommenen Student ist krank. | Participio como atributo (Partizipialattribut).
Q | Welche Formulierung ist die neutralste? | Es ist bedauerlich, dass das Treffen ausfällt. | Das ist voll blöd, dass das ausfällt. | Mist, fällt aus. | Wie doof! | Registro neutral-formal.
Q | Welche Formulierung passt in einen Aufsatz? | Die Zahl der Studierenden ist in den letzten Jahren gestiegen. | Voll viele Studis gibt es jetzt. | Es gibt hammer viele Studenten. | Ey, mehr Leute studieren. | Registro académico.
Q | Welche Formulierung ist die stärkste These? | Meiner Ansicht nach überwiegen die Vorteile deutlich. | Vielleicht ist es gut. | Man kann sagen irgendwie. | Es gibt Vor- und Nachteile. | Postura clara.
Q | Welche Einleitung passt zu einem Aufsatz über Klimaschutz? | Der Klimaschutz gehört zu den zentralen Herausforderungen unserer Zeit. | Ich schreibe über Klima. | Klima ist Klima. | Hallo, heute Klima. | Introducción formal.
Q | Welcher Schlusssatz passt zu einem Aufsatz? | Zusammenfassend lässt sich sagen, dass Klimaschutz unverzichtbar ist. | Und so weiter. | Das war es. | Ende. | Conclusión.
Q | Welches Verb passt? Die Studie ＿＿ zu dem Schluss, dass ... | kommt | geht | läuft | schaut | Zu dem Schluss kommen = concluir.
Q | Welches Verb passt? Die Firma ＿＿ einen Gewinn. | erzielt | macht auf | schafft an | bekommt aus | Einen Gewinn erzielen.
Q | Welches Verb passt? Das Gesetz ＿＿ in Kraft. | tritt | geht | läuft | kommt | In Kraft treten.
Q | Welches Verb passt? Wir müssen eine Entscheidung ＿＿. | treffen | machen | geben | nehmen | Eine Entscheidung treffen.
Q | Welches Verb passt? Die Regierung ＿＿ Maßnahmen. | ergreift | nimmt | macht | gibt | Maßnahmen ergreifen.
Q | Welches Verb passt? Er ＿＿ Verantwortung für den Fehler. | übernimmt | nimmt | macht | gibt | Verantwortung übernehmen.
Q | Welches Verb passt? Sie ＿＿ eine wichtige Rolle. | spielt | macht | tut | hat gemacht | Eine Rolle spielen.
Q | Welches Nomen passt? Er hat ＿＿ am Projekt. | Interesse | Lust an | Spaß zu | Freude auf | Interesse am Projekt haben.
Q | Welches Nomen passt? Wir stehen vor einer großen ＿＿. | Herausforderung | Aufforderung | Anforderung | Erforderung | Vor einer Herausforderung stehen.
Q | Welche Präposition passt? Das Thema wurde ＿＿ der Sitzung diskutiert. | in | bei | mit | an | In der Sitzung.
Q | Welche Präposition passt? Sie hat ＿＿ Erfolg gerechnet. | mit | auf | an | für | Rechnen mit.
Q | Welche Präposition passt? Der Text handelt ＿＿ Migration. | von | über | um | an | Handeln von = tratar de.
Q | Welche Präposition passt? Er wies ＿＿ das Problem hin. | auf | an | für | über | Hinweisen auf.
Q | Welche Präposition passt? Er beruft sich ＿＿ das Gesetz. | auf | an | für | mit | Sich berufen auf.
Q | Welche Präposition passt? Das Ergebnis führt ＿＿ Verbesserungen. | zu | auf | an | für | Führen zu.
Q | Welche Form ist richtig? Der Antrag wurde ＿＿. | abgelehnt | ablehnt | ablehnen | gelehnt ab | Partizip II de ablehnen.
Q | Welche Form ist richtig? Ich habe ihn ＿＿. | eingeladen | einladet | geeinladen | einegeladen | Partizip II de einladen.
Q | Welche Form ist richtig? Wir haben das Ziel ＿＿. | erreicht | geerreicht | erreichet | ereicht | Verbo inseparable: sin ge-.
Q | Welche Form ist richtig? Es wurde ein neues Gesetz ＿＿. | verabschiedet | geverabschiedet | verabschiedert | verabschieden | Partizip II sin ge-.
Q | Welche Form ist richtig? Er hat den Vertrag ＿＿. | unterschrieben | geunterschrieben | unterschreibt | unterschreiben | Partizip II de unterschreiben.
Q | Welche Form ist richtig? Der Zug ist pünktlich ＿＿. | angekommen | ankommt | geankommt | ankommen | Perfekt con sein: angekommen.
Q | Welche Form ist richtig? Sie ist gestern früh ＿＿. | aufgestanden | aufgestand | gestanden auf | aufstehen | Partizip II de aufstehen.
Q | Welche Form ist richtig? Hast du die Tür ＿＿? | abgeschlossen | abschließt | abgeschließt | geabschlossen | Partizip II de abschließen.
Q | Welche Form ist richtig? Er hat sich ＿＿ entschieden. | dafür | darüber zu | wofür | dazu von | Adverbio pronominal de sich entscheiden für.
Q | Welche Form ist richtig? Bitte ＿＿ Sie das Formular vollständig aus. | füllen | fülle | gefüllt | füllt | Imperativo formal: füllen Sie aus.
Q | Welche Form ist richtig? ＿＿ Sie bitte leise! | Seien | Sind | Bist | Wäre | Imperativo formal de sein: Seien Sie.
Q | Welche Form ist richtig? Ich hätte gern ＿＿ Auskunft. | eine | einen | einem | eines | Auskunft es femenino: eine.
Q | Welche Form ist richtig? Das Ergebnis der Wahl ＿＿ morgen bekannt gegeben. | wird | wurde | worden | ist | Futuro con presente pasivo.
Q | Welche Form ist richtig? Nach ＿＿ Meinung ist das falsch. | meiner | mein | meinen | meine | Nach + Dativ femenino.
Q | Welche Form ist richtig? Wir freuen uns ＿＿ Ihre Antwort. | auf | über von | an | für | Sich freuen auf.
Q | Welche Form ist richtig? Er ist ＿＿ als sein Bruder. | größer | mehr groß | größte | am größten | Comparativo con als.
Q | Welche Form ist richtig? Das ist die ＿＿ Lösung. | beste | besten | gute | bester | Superlativo tras artículo definido femenino.
Q | Welche Form ist richtig? Sie ist ＿＿ Ärztin in der Stadt. | die beste | am besten | gut | die gut | Superlativo atributivo.
# speaking
Q | Sie haben etwas nicht verstanden. Was sagen Sie höflich? | Entschuldigung, könnten Sie das bitte wiederholen? | Was? | Sprich lauter! | Noch mal! | Petición cortés.
Q | Ein Kollege dankt Ihnen. Was antworten Sie? | Gern geschehen. | Bitte schön danke. | Ich danke dir zurück. | Nichts zu danken ich. | Respuesta natural.
Q | Sie möchten höflich widersprechen. Was sagen Sie? | Da bin ich anderer Meinung, weil die Zahlen etwas anderes zeigen. | Falsch! | Quatsch. | Das ist doch Unsinn. | Desacuerdo diplomático.
Q | Sie möchten unterbrechen. Was sagen Sie? | Entschuldigung, darf ich kurz etwas ergänzen? | Halt den Mund. | Jetzt rede ich. | Stopp. | Interrupción cortés.
Q | Sie wollen eine Einladung ablehnen. Was sagen Sie? | Vielen Dank, aber leider habe ich schon etwas vor. | Nein. | Keine Lust. | Ich komme nicht, tschüss. | Rechazo cortés.
Q | Sie brauchen Zeit zum Nachdenken. Was sagen Sie? | Das ist eine interessante Frage; lassen Sie mich kurz überlegen. | Weiß nicht. | Keine Ahnung. | Frag jemand anders. | Ganar tiempo.
Q | Sie fragen nach dem Weg. Was sagen Sie? | Entschuldigung, wie komme ich am besten zum Bahnhof? | Bahnhof wo? | Sag Bahnhof! | Wo ist Bahnhof mich? | Pregunta cortés.
Q | Sie beschweren sich im Hotel. Was sagen Sie? | Leider funktioniert die Heizung in meinem Zimmer nicht. Könnten Sie das bitte prüfen? | Die Heizung ist Müll. | Repariert das sofort. | Ihr Hotel ist schlecht. | Queja formal.
Q | Jemand gratuliert Ihnen zur bestandenen Prüfung. Was sagen Sie? | Vielen Dank, ich freue mich sehr. | Ja, natürlich. | Das war leicht. | Ich weiß. | Respuesta natural.
Q | Sie möchten einen Vorschlag machen. Was sagen Sie? | Wie wäre es, wenn wir den Termin verschieben? | Wir verschieben. | Termin ist verschieben. | Verschiebe du. | Sugerencia.
Q | Sie möchten Ihre Meinung sagen. Was sagen Sie? | Meiner Meinung nach sollten wir das Projekt fortsetzen. | Ich Meinung Projekt. | Das Projekt ist Meinung. | Meinung fortsetzen. | Fórmula de opinión.
Q | Sie möchten etwas bestätigen. Was sagen Sie? | Genau, das sehe ich genauso. | Ja nein. | Stimmt nicht. | Vielleicht so. | Acuerdo.
Q | Sie möchten um Hilfe bitten. Was sagen Sie? | Könnten Sie mir vielleicht kurz helfen? | Hilf mir jetzt. | Du hilfst. | Hilfe geben. | Petición cortés.
Q | Jemand entschuldigt sich für die Verspätung. Was sagen Sie? | Kein Problem, nehmen Sie doch Platz. | Das ist Ihr Problem. | Zu spät! | Schon wieder. | Respuesta comprensiva.
Q | Sie wissen die Antwort nicht. Was sagen Sie im Vorstellungsgespräch? | Das kann ich momentan nicht sagen, aber ich informiere mich gern. | Weiß ich nicht. | Keine Ahnung. | Fragen Sie jemand anderen. | Respuesta profesional.
Q | Sie möchten die Rechnung im Restaurant. Was sagen Sie? | Wir würden gern zahlen, bitte. | Rechnung! | Gib Rechnung. | Zahlen jetzt. | Petición cortés.
Q | Sie möchten das Gespräch beenden. Was sagen Sie? | Es war sehr nett, mit Ihnen zu sprechen, aber ich muss leider los. | Ich gehe. | Genug geredet. | Tschüss, langweilig. | Cierre educado.
Q | Sie möchten etwas erklären. Welche Einleitung passt? | Ich möchte kurz erläutern, wie das funktioniert. | Ich erkläre kurz wie. | Erklären ich jetzt. | Das ist so. | Introducción formal.
Q | Sie möchten Ihre Präsentation beenden. Was sagen Sie? | Vielen Dank für Ihre Aufmerksamkeit; ich freue mich auf Ihre Fragen. | Ende. | Das war's, tschüss. | Fertig, geht jetzt. | Cierre profesional.
Q | Sie möchten etwas betonen. Was sagen Sie? | Ich möchte betonen, dass Sicherheit an erster Stelle steht. | Sicherheit ist Sicherheit. | Betonen Sicherheit. | Ich Sicherheit. | Énfasis.
Q | Sie möchten ein Beispiel geben. Was sagen Sie? | Ein Beispiel dafür ist die neue Buslinie. | Beispiel die Buslinie sein. | Beispiel ist Buslinie neu. | Beispielen Buslinie. | Ejemplificación.
Q | Sie möchten Unsicherheit ausdrücken. Was sagen Sie? | Ich bin mir nicht ganz sicher, aber ich glaube, es ist Dienstag. | Es ist Dienstag nicht sicher. | Dienstag sicher nicht ich. | Ich nicht Dienstag. | Incertidumbre.
Q | Sie möchten einen Rat geben. Was sagen Sie? | An Ihrer Stelle würde ich das Angebot annehmen. | Nimm an. | Du musst annehmen. | Angebot annehmen jetzt. | Consejo.
Q | Sie möchten sich verabschieden. Was sagen Sie am Ende eines Geschäftsessens? | Vielen Dank für die Einladung, es war ein sehr angenehmer Abend. | Danke, tschüss. | Ich gehe nach Hause. | Essen war okay. | Despedida formal.
Q | Sie möchten Kritik freundlich äußern. Was sagen Sie? | Ich finde, der Bericht könnte etwas ausführlicher sein. | Der Bericht ist schlecht. | Ihr Bericht taugt nichts. | Total unbrauchbar. | Crítica suave.
Q | Sie möchten eine Zusage machen. Was sagen Sie? | Ich sorge dafür, dass der Bericht bis Montag bei Ihnen liegt. | Bericht vielleicht Montag. | Ich mache nichts versprochen. | Montag Bericht eventuell. | Promesa clara.
Q | Sie möchten sich nach der Meinung eines anderen erkundigen. Was sagen Sie? | Wie sehen Sie das, Frau Weber? | Frau Weber, sag was. | Sagen Sie jetzt. | Was Sie denken, los. | Invitación cortés.
Q | Sie möchten um Verständnis bitten. Was sagen Sie? | Ich bitte um Verständnis, dass wir den Termin verschieben müssen. | Verstehen Sie das. | Termin verschoben, Punkt. | Sie müssen verstehen. | Petición de comprensión.
Q | Sie möchten Überraschung ausdrücken. Was sagen Sie? | Wirklich? Das hätte ich nicht gedacht! | Du lügst. | Unmöglich Sache. | Das ist überraschend mich. | Sorpresa.
Q | Sie möchten etwas anbieten. Was sagen Sie? | Darf ich Ihnen einen Kaffee anbieten? | Kaffee trinken du. | Du willst Kaffee. | Nimm Kaffee. | Ofrecimiento cortés.
Q | Jemand bietet Ihnen Hilfe an. Was antworten Sie? | Das ist sehr freundlich, danke, aber ich komme zurecht. | Ich brauche dich nicht. | Nein. | Lass mich in Ruhe. | Rechazo cortés de ayuda.
Q | Sie möchten Ihre Meinung abschwächen. Was sagen Sie? | Es könnte sein, dass die Maßnahme nicht ausreicht. | Die Maßnahme reicht nie. | Alle wissen es. | Es ist so, Punkt. | Atenuación.
Q | Sie möchten Vor- und Nachteile vergleichen. Was sagen Sie? | Einerseits ist es günstiger, andererseits weniger haltbar. | Günstiger und haltbar ist nicht. | Günstig oder haltbar. | Einer ist, der andere nicht. | Contraste.
Q | Sie möchten das Thema wechseln. Was sagen Sie? | Übrigens, haben Sie schon von dem neuen Projekt gehört? | Anderes Thema jetzt. | Genug, Thema. | Thema wechseln. | Cambio de tema.
Q | Sie möchten um eine Erklärung bitten. Was sagen Sie? | Was genau meinen Sie mit diesem Begriff? | Erklär Begriff. | Begriff was. | Ich nicht verstehe. | Aclaración.
Q | Sie möchten eine Verabredung bestätigen. Was sagen Sie? | Dann sehen wir uns also am Donnerstag um zehn. | Donnerstag zehn also wir. | Donnerstag, ich kommen. | Am Donnerstag zehn du. | Confirmación.
Q | Jemand erzählt von einem Unglück. Was sagen Sie? | Das tut mir sehr leid. Kann ich etwas für Sie tun? | Selbst schuld. | Ist doch egal. | So ist das Leben. | Empatía.
Q | Sie möchten höflich um Ruhe bitten. Was sagen Sie? | Könnten Sie bitte etwas leiser sein? | Ruhe! | Sei leise! | Halt die Klappe. | Petición cortés.
Q | Sie möchten Zustimmung einholen. Was sagen Sie? | Sind Sie damit einverstanden? | Du zustimmen? | Einverstanden Sie damit? | Ja oder was? | Pregunta de acuerdo.
Q | Sie möchten Ihr Bedauern ausdrücken. Was sagen Sie? | Ich bedaure sehr, dass wir keine Einigung erzielen konnten. | Ich bedaure Einigung nicht. | Leid Einigung. | Keine Einigung, schade. | Pesar formal.
Q | Sie möchten sich für eine Verspätung entschuldigen. Was sagen Sie? | Entschuldigen Sie bitte die Verspätung; der Zug hatte Verspätung. | Verspätung sorry. | Ich zu spät, ja. | Später Zug ich. | Disculpa formal.
Q | Sie möchten etwas zusammenfassen. Was sagen Sie? | Zusammenfassend lässt sich sagen, dass wir flexibel bleiben müssen. | Zusammen wir flexibel. | Ende flexibel. | Alles flexibel Schluss. | Resumen.
Q | Sie möchten um Bedenkzeit bitten. Was sagen Sie? | Könnte ich bis morgen darüber nachdenken? | Ich denke morgen. | Morgen nachdenken du. | Nachdenken nein. | Pedir tiempo.
Q | Sie möchten jemanden vorstellen. Was sagen Sie? | Darf ich Ihnen meine Kollegin Frau Weber vorstellen? | Das ist Frau Weber, so. | Frau Weber, Sie. | Kollegin Weber hier. | Presentación.
Q | Sie möchten sich bedanken für ein Geschenk. Was sagen Sie? | Das ist wirklich sehr aufmerksam von Ihnen, vielen Dank! | Danke Geschenk. | Ich habe Geschenk. | Gut, ja. | Agradecimiento.
Q | Sie möchten eine Behauptung belegen. Was sagen Sie? | Das lässt sich anhand der aktuellen Zahlen belegen. | Das ist so, glaub mir. | Zahlen egal. | Alle sagen es. | Argumento con datos.
