# gramatica
Q | 어제 늦게 자＿＿ 오늘 너무 피곤해요. | 서 | 려고 | 거든 | 도록 | 원인: -아/어서 (자서).
@L 이웃 남자: 소음 문제로 말씀드리려고 왔습니다. 어젯밤 세 시까지 파티를 하셨더군요. 이웃 여자: 정말 죄송합니다. 아들 생일이었는데 소리가 그렇게 크게 들릴 줄은 몰랐어요. 이웃 남자: 이해는 합니다만 다시는 그러지 않았으면 합니다. 이웃 여자: 그럼요, 조심하겠습니다.
Q | 남자가 찾아온 이유는? | 소음 | 쓰레기 | 주차 | 월세 | 소음.
Q | 파티를 한 이유는? | 아들 생일 | 결혼 | 새해 | 이사 | 생일.
Q | 여자의 반응은? | 사과한다 | 화낸다 | 부인한다 | 웃는다 | 사과.
Q | 남자의 요구는? | 다시는 그러지 않기 | 돈 | 고소 | 이사 | 재발 방지.
Q | 파티는 몇 시까지 계속됐습니까? | 세 시 | 열 시 | 자정 | 다섯 시 | 세 시.
@@
@L 교수: 기후 변화는 미래의 문제가 아니라 현재의 문제입니다. 극단적인 날씨가 잦아지고 농작물이 피해를 입으며 해안 지역이 위협받고 있습니다. 이를 완전히 멈출 수는 없지만, 기온 상승을 0.1도만 낮춰도 그 피해를 눈에 띄게 줄일 수 있습니다.
Q | 교수가 말하는 기후 변화는? | 이미 현재의 문제다 | 미래의 문제다 | 문제가 아니다 | 백 년 뒤 문제다 | 현재 문제.
Q | 늘어나는 것은? | 극단적인 날씨 | 농작물 | 해안 | 비만 | 극한 기후.
Q | 완전히 멈출 수 있습니까? | 없다 | 있다 | 북쪽은 가능 | 어쩌면 | 불가능.
Q | 피해를 줄이는 방법은? | 기온 상승을 조금이라도 낮추는 것 | 자동차를 늘리는 것 | 산업을 늘리는 것 | 아무것도 안 하는 것 | 0.1도.
Q | 교수의 어조는? | 절박하다 | 즐겁다 | 비꼰다 | 무관심하다 | 절박.
@@
@L 여자: 나 아파트를 팔까 생각 중이야. 남자: 정말? 얼마 전에 수리했잖아. 여자: 그래서 지금이야. 값이 올랐고 금리도 아직은 괜찮거든. 판 돈으로 시내에 좀 더 작은 집을 살 수 있을 것 같아. 남자: 괜찮은 생각이네. 근데 너무 서두르지는 마.
Q | 여자가 생각 중인 것은? | 아파트를 파는 것 | 집을 빌리는 것 | 이사만 하는 것 | 결혼 | 매도.
Q | 왜 지금입니까? | 값이 올라서 | 돈이 필요해서 | 집이 싫어서 | 다투어서 | 시세 상승.
Q | 어떤 집을 사려고 합니까? | 시내의 더 작은 집 | 시골 집 | 자동차 | 땅 | 시내 소형.
Q | 남자의 조언은? | 서두르지 말라 | 당장 팔라 | 아무것도 하지 말라 | 5년 기다리라 | 신중.
Q | 아파트는 최근에 어떻게 했습니까? | 수리했다 | 세를 놓았다 | 팔았다 | 부수었다 | 수리.
@@
@L 직원: 보고서는 끝났는데 숫자가 조금 마음에 걸립니다. 팀장: 어떤 숫자요? 직원: 3분기 매출이 너무 높게 나와서 입력 오류가 아닐까 싶습니다. 팀장: 그럼 보내기 전에 확인해 보세요.
Q | 직원이 걱정하는 것은? | 매출 숫자 | 서식 | 마감 | 제목 | 숫자.
Q | 직원의 의심은? | 입력 오류 | 사기 | 도난 | 바이러스 | 입력 오류.
Q | 팀장의 지시는? | 보내기 전에 확인하라 | 바로 보내라 | 해고하라 | 다시 쓰라 | 확인.
Q | 어느 분기입니까? | 3분기 | 1분기 | 2분기 | 4분기 | 3분기.
Q | 보고서의 상태는? | 완성되었다 | 시작 전이다 | 잃어버렸다 | 발표되었다 | 완성.
@@
@L 음성 안내: 김 대리의 사서함입니다. 저는 5월 15일까지 자리를 비웁니다. 급한 일은 동료인 이 과장께 연락해 주십시오. 내선 번호는 4567입니다. 돌아오는 대로 남겨 주신 메시지에 답변드리겠습니다.
Q | 언제까지 자리를 비웁니까? | 5월 15일 | 5월 말 | 내일 | 월요일 | 5월 15일.
Q | 급할 때는 누구에게 연락합니까? | 이 과장 | 김 대리 | 사장 | 안내 데스크 | 이 과장.
Q | 답변은 언제 합니까? | 돌아오는 대로 | 지금 | 안 함 | 내일 | 복귀 후.
Q | 이 녹음은 무엇입니까? | 음성 사서함 안내 | 광고 | 편지 | 대화 | 사서함.
Q | 동료의 내선 번호는? | 4567 | 7654 | 4576 | 5467 | 4567.
@@
@L 선생님: 새 주제를 시작하기 전에 모둠별로 ‘지속 가능성’에 대해 이미 알고 있는 것을 이야기해 보세요. 세 가지를 적고, 그다음에 모둠마다 한 가지씩 발표합니다. 시간은 10분입니다.
Q | 학생들이 먼저 할 일은? | 모둠별로 아는 것을 이야기한다 | 시험을 본다 | 듣기만 한다 | 집에 간다 | 모둠 토의.
Q | 몇 가지를 적어야 합니까? | 세 가지 | 두 가지 | 다섯 가지 | 열 가지 | 세 가지.
Q | 그다음에 할 일은? | 모둠마다 발표한다 | 선생님이 채점한다 | 쉰다 | 시험 본다 | 발표.
Q | 주어진 시간은? | 10분 | 한 시간 | 5분 | 20분 | 10분.
Q | 주제는 무엇입니까? | 지속 가능성 | 역사 | 스포츠 | 정치 | 지속 가능성.
@@
@L 동료 가: 그 고객이 또 항의했어요. 동료 나: 이번에는 뭐라고요? 동료 가: 배송이 덜 왔대요. 우리는 목록대로 다 포장했는데요. 동료 나: 운송 중에 뭐가 빠졌나 봐요. 제가 택배 회사에 전화해 볼게요.
Q | 고객의 불만은? | 배송 물품이 덜 왔다 | 가격 | 품질 | 지연 | 부족 배송.
Q | 동료들은 포장에 대해 뭐라고 합니까? | 목록대로 다 포장했다 | 빠뜨렸다 | 포장하지 않았다 | 고객이 거짓말한다 | 목록대로.
Q | 동료 나의 추측은? | 운송 중에 분실되었다 | 사기 | 고객 실수 | 창고 도난 | 운송 중 분실.
Q | 동료 나가 할 일은? | 택배 회사에 전화한다 | 고객에게 전화한다 | 경찰을 부른다 | 그만둔다 | 택배사.
Q | 고객의 항의는 이번이 몇 번째입니까? | 또 (처음이 아님) | 처음 | 없음 | 드묾 | 반복.
@@
# writing
Q | (　)에 들어갈 알맞은 말은? 기온이 갑자기 떨어졌기 (　) 감기에 걸리기 쉽다. | 때문에 | 만큼 | 대신에 | 동안 | 이유: -기 때문에.
Q | (　)에 들어갈 알맞은 말은? 규칙을 지키지 않는 (　) 사고가 늘고 있다. | 탓에 | 덕분에 | 바람에 는 | 대로 | 부정적 원인: 탓에.
Q | (　)에 들어갈 알맞은 말은? 그의 도움 (　) 프로젝트를 무사히 마쳤다. | 덕분에 | 탓에 | 때문에서 | 대신에 | 긍정적 원인: 덕분에.
Q | (　)에 들어갈 알맞은 말은? 값은 싸지만 품질은 (　) 않다. | 좋지 | 좋고 | 좋게 | 좋은 | -지 않다 부정.
Q | (　)에 들어갈 알맞은 말은? 참가자가 많을 (　) 미리 신청해야 한다. | 것이므로 | 것이라도 | 것이든 | 것이나 | -(으)ㄹ 것이므로 = por ser probable.
Q | (　)에 들어갈 알맞은 말은? 이번 정책은 서민의 부담을 줄이는 (　) 목적이 있다. | 데 | 게 | 것 | 수 | -는 데 목적이 있다.
Q | (　)에 들어갈 알맞은 말은? 일이 힘들다고 해서 포기해서는 (　) . | 안 된다 | 못한다 | 없다 | 아니다 | -아/어서는 안 되다 = no debe.
Q | (　)에 들어갈 알맞은 말은? 그는 실패를 (　) 다시 도전했다. | 딛고 | 딛어 | 딛으려 | 딛다 | 실패를 딛고 = superando.
Q | 다음 글의 (ㄱ)에 들어갈 접속 표현은? 최근 1인 가구가 늘고 있다. (ㄱ) 소형 주택의 수요도 커지고 있다. | 이에 따라 | 그러나 | 그럼에도 | 반면에 | 인과: 이에 따라.
Q | 다음 글의 (ㄱ)에 들어갈 접속 표현은? 온라인 수업은 편리하다. (ㄱ) 집중하기 어렵다는 단점이 있다. | 하지만 | 그래서 | 따라서 | 게다가 | 대조: 하지만.
Q | 다음 글의 (ㄱ)에 들어갈 접속 표현은? 물가가 올랐다. (ㄱ) 임금은 그대로다. | 그런데 | 따라서 | 그러므로 | 결국 | 대조/전환: 그런데.
Q | 다음 글의 (ㄱ)에 들어갈 접속 표현은? 저는 커피를 좋아합니다. (ㄱ) 차도 자주 마십니다. | 또한 | 그러나 | 만약 | 그러므로 | 첨가: 또한.
Q | 다음 글의 (ㄱ)에 들어갈 접속 표현은? 운동을 꾸준히 했다. (ㄱ) 건강이 좋아졌다. | 그 결과 | 그럼에도 | 반면에 | 만약 | 결과: 그 결과.
Q | 다음 글의 (ㄱ)에 들어갈 접속 표현은? 이 방법은 효과가 크다. (ㄱ) 비용이 많이 든다. | 다만 | 그러므로 | 그 결과 | 결국 | 제한: 다만.
Q | 다음 글의 (ㄱ)에 들어갈 접속 표현은? 첫째, 시간을 절약할 수 있다. (ㄱ) 비용도 줄일 수 있다. | 둘째 | 그러나 | 하지만 | 반대로 | 나열: 둘째.
Q | 문어체(글에서 쓰는 말)로 알맞은 것은? | 이 제도는 문제가 있다. | 이 제도는 문제가 있거든요. | 이 제도 문제 있어. | 이 제도 문제 있음요. | 문어체 종결: -다.
Q | 문어체로 알맞은 것은? | 그러므로 규칙을 지켜야 한다. | 그래서 규칙 지켜야 돼요. | 그러니까 규칙 지켜야지. | 그래 규칙 지켜야 해. | 문어체 접속·종결.
Q | 격식 있는 글에서 어울리는 표현은? | 연구 결과를 발표하였다. | 연구 결과를 발표했어요. | 연구 결과 발표했지. | 연구 결과를 발표했거든. | 격식체 서술.
Q | 공식 이메일의 첫인사로 알맞은 것은? | 안녕하십니까, 김 교수님. | 야, 김 교수. | 안녕, 교수님. | 여보세요, 김 교수. | 격식 인사.
Q | 공식 이메일의 끝인사로 알맞은 것은? | 감사합니다. 좋은 하루 되십시오. | 그럼 안녕. | 이만 끝. | 나중에 봐. | 격식 맺음.
Q | 부탁하는 글에 알맞은 문장은? | 바쁘시겠지만 검토해 주시면 감사하겠습니다. | 검토해. | 검토 안 하면 안 돼. | 빨리 해요. | 정중한 부탁.
Q | 사과하는 글에 알맞은 문장은? | 불편을 드려 진심으로 사과드립니다. | 미안. | 죄송한 척했어요. | 그럴 수도 있죠. | 정중한 사과.
Q | 항의하는 글에 알맞은 문장은? | 이 문제가 조속히 해결되기를 바랍니다. | 알아서 해. | 상관없어요. | 그냥 놔둬요. | 정중한 요구.
Q | 논술의 첫 문장으로 알맞은 것은? | 환경 보호는 우리 시대의 중요한 과제이다. | 나는 환경이 좋다. | 환경은 환경이다. | 안녕하세요, 환경입니다. | 서론 문장.
Q | 논술의 결론으로 알맞은 것은? | 이상에서 살펴본 바와 같이 환경 보호는 반드시 필요하다. | 이제 끝. | 마치겠다. | 그런 거다. | 결론 표현.
Q | 주장을 강하게 나타내는 표현은? | 반드시 필요하다고 생각한다. | 필요할지도 몰라요. | 필요한가 봐요. | 필요할 수도 있겠지. | 강한 주장.
Q | 조심스러운 추측을 나타내는 표현은? | 효과가 있을 것으로 보인다. | 효과가 있다. | 효과가 확실히 있다. | 효과가 반드시 있다. | 조심스러운 추측: -(으)ㄹ 것으로 보이다.
Q | 인용 표현으로 알맞은 것은? | 전문가에 따르면 이 문제는 심각하다. | 전문가에 의하고 이 문제는 심각하다. | 전문가로 이 문제는 심각하다. | 전문가 따르면서 심각하다. | -에 따르면 = según.
Q | 맞춤법이 맞는 것은? | 설레다 → 설렌다 | 설레이다 → 설레인다 | 설래다 | 설렜다 (설랬다) | 표준어: 설레다.
Q | 맞춤법이 맞는 것은? | 낫다 (병이 ~) | 낳다 (병이 ~) | 낮다 (병이 ~) | 낟다 | 병이 낫다.
Q | 맞춤법이 맞는 것은? | 아이를 낳다 | 아이를 낫다 | 아이를 낮다 | 아이를 낟다 | 낳다 = dar a luz.
Q | 맞춤법이 맞는 것은? | 어이없다 | 어의없다 | 어이업다 | 어의업다 | 어이없다.
Q | 맞춤법이 맞는 것은? | 건드리다 | 건들이다 | 건드이다 | 건들리다 | 표준어.
Q | 맞춤법이 맞는 것은? | 몹시 | 몹씨 | 몹시히 | 모씨 | 몹시.
Q | 맞춤법이 맞는 것은? | 깨끗이 | 깨끗히 | 깨끗시 | 깨끗이가 | ‘-하다’ 형용사의 부사는 대개 -이 (깨끗이).
Q | 맞춤법이 맞는 것은? | 일부러 | 일뿌러 | 일부로 | 일부르 | 일부러 = a propósito.
Q | ‘틀림없이, 꼭’의 뜻으로 맞는 표기는? | 반드시 | 반듯이 | 반드씨 | 반듣이 | 반드시 = sin falta (반듯이 = derecho).
Q | 맞춤법이 맞는 것은? | 가르치다 (공부를 ~) | 가리키다 (공부를 ~) | 가르키다 | 가리치다 | 가르치다 = enseñar.
Q | ‘같지 않다’의 뜻으로 맞는 표현은? 색이 (　) . | 다르다 | 틀리다 | 달르다 | 다리다 | 색이 다르다 (틀리다는 ‘오답’의 뜻).
Q | 어울리는 어휘는? 결정을 (　) . | 내리다 | 만들다 | 쓰다 | 하하다 | 결정을 내리다.
Q | 어울리는 어휘는? 책임을 (　) . | 지다 | 만들다 | 쓰다 | 먹다 | 책임을 지다.
Q | 어울리는 어휘는? 영향을 (　) . | 미치다 | 만들다 | 마시다 | 쓰다 | 영향을 미치다.
Q | 어울리는 어휘는? 관심을 (　) . | 갖다 | 만들다 | 먹다 | 쓰다 | 관심을 갖다.
Q | 어울리는 어휘는? 역할을 (　) . | 하다 | 먹다 | 쓰다 | 켜다 | 역할을 하다.
Q | 어울리는 어휘는? 기회를 (　) . | 놓치다 | 맡다 | 쓰다 | 마시다 | 기회를 놓치다.
Q | 어울리는 어휘는? 결과를 (　) . | 얻다 | 마시다 | 입다 | 켜다 | 결과를 얻다.
Q | 어울리는 어휘는? 문제를 (　) . | 해결하다 | 마시다 | 입다 | 신다 | 문제를 해결하다.
Q | 어울리는 어휘는? 목표를 (　) . | 세우다 | 마시다 | 입다 | 신다 | 목표를 세우다.
Q | 어울리는 어휘는? 계획을 (　) . | 세우다 | 켜다 | 입다 | 신다 | 계획을 세우다.
Q | 어울리는 조사는? 이 일은 나 (　) 맡겨 주세요. | 에게 | 에서 | 으로부터 | 를 | 대상: 에게.
Q | 어울리는 조사는? 그 사실은 신문 (　) 알게 되었다. | 을 통해 | 에게 | 께 | 로부터를 | -을/를 통해 = a través de.
Q | 어울리는 조사는? 이 책은 어린이 (　) 쓰였다. | 를 위해 | 를 통해 | 에게서 | 께서 | -을/를 위해 = para.
Q | 어울리는 조사는? 나이 (　) 상관없이 누구나 참여할 수 있다. | 에 | 와 | 를 | 께 | -에 상관없이 = sin importar.
Q | 어울리는 조사는? 그는 학교 (　) 돌아오자마자 숙제를 했다. | 에서 | 에게 | 께 | 로부터에 | 출발점: 에서.
Q | 어울리는 조사는? 비 (　) 불구하고 경기는 계속되었다. | 에 | 를 | 와 | 께 | -에도 불구하고 = a pesar de.
Q | 어울리는 조사는? 이번 회의 (　) 대해 의견을 말씀해 주세요. | 에 | 를 | 께 | 와 | -에 대해 = sobre.
Q | 어울리는 조사는? 이것은 개인 (　) 문제가 아니라 사회의 문제이다. | 의 | 을 | 께 | 와서 | 관형격 조사: 의.
Q | 어울리는 어미는? 어제 친구를 (　) 이야기를 나눴어요. | 만나서 | 만나려고 | 만나도록 | 만나자마자가 | 순차: -아/어서.
Q | 어울리는 어미는? 비가 그칠 때까지 기다리 (　) . | 겠어요 | 는군요다 | 도록요 | 자마자요 | 의지: -겠어요 (다른 선택지는 비문).
Q | 어울리는 어미는? 시험이 (　) 도서관이 붐빈다. | 다가오면서 | 다가와서만 | 다가오자마자가 | 다가오도록 | -(으)면서 = a medida que.
Q | 어울리는 어미는? 운동을 (　) 건강해질 수 있다. | 하면 | 하려고 | 하도록 | 하느라고 | 조건: -(으)면.
Q | 어울리는 어미는? 그 소식을 (　) 눈물이 났다. | 듣고서 | 들으려고 | 듣도록 | 들으면서도 | -고서 = después de.
Q | 어울리는 어미는? 시험에 붙으려면 열심히 공부해 (　) . | 야 한다 | 도 된다 | 서는 안 된다 | 려고 한다 | -아/어야 하다 = tener que.
Q | 어울리는 어미는? 그는 나에게 조용히 하라고 (　) . | 말했다 | 말한다고 | 말하려고 | 말하자마자 | 명령 인용: -(으)라고 말하다.
Q | 어울리는 말은? 소문이 사실이 아님이 (　) . | 드러났다 | 드러냈다가 | 드러나요서 | 드러내다 | 피동: 드러나다.
Q | 어울리는 말은? 그는 자신의 잘못을 (　) . | 인정했다 | 인정했다가서 | 인정되었다가 | 인정시켰다서 | 인정하다.
Q | 문장을 자연스럽게 연결한 것은? | 비가 와서 소풍을 취소했다. | 비가 와서 소풍을 취소하자. | 비가 와서 소풍을 취소하세요. | 비가 와서 소풍을 취소할까요 | -아/어서는 평서문.
Q | 문장을 자연스럽게 연결한 것은? | 시간이 있으면 같이 가자. | 시간이 있어서 같이 가자. | 시간이 있으니까 같이 간다고 했다는. | 시간이 있고 같이 가자고. | 조건 + 청유.
Q | 피동 표현으로 알맞은 것은? | 문이 닫혔다. | 문이 닫았다. | 문이 닫다. | 문이 닫이다. | 피동: 닫히다.
Q | 사동 표현으로 알맞은 것은? | 엄마가 아이에게 옷을 입혔다. | 엄마가 아이에게 옷을 입었다. | 엄마가 아이에게 옷이 입혔다. | 엄마가 아이에게 옷을 입었다가. | 사동: 입히다.
Q | 높임 표현으로 알맞은 것은? | 사장님께서 회의에 참석하셨다. | 사장님이 회의에 참석했다. | 사장님께서 회의에 참석했다. | 사장님이 회의에 참석하셨다. | 주체 높임: -께서 + -(으)시-.
Q | 높임 표현으로 알맞은 것은? | 어머니께 선물을 드렸다. | 어머니한테 선물을 줬다. | 어머니에게 선물을 줬다. | 어머니께 선물을 줬다. | 객체 높임: 께 + 드리다.
Q | 어울리는 말은? 이 제품은 사용하기가 (　) . | 편리하다 | 편리하고서 | 편리해서만 | 편리하는 | 형용사 서술.
Q | 어울리는 조사는? 이 일은 회장님 (　) 결정하실 것이다. | 께서 | 에게 | 로부터 | 를 | 주체 높임 조사: 께서.
Q | 어울리는 어미는? 그는 열심히 노력한 (　) 성공했다. | 끝에 | 도록 | 자마자 | 만큼도 | -(으)ㄴ 끝에 = tras.
# speaking
Q | 잘 못 알아들었을 때 정중하게 무엇이라고 말합니까? | 죄송하지만 다시 한번 말씀해 주시겠어요? | 뭐라고? | 다시 해! | 한 번 더! | 정중한 요청.
Q | 동료가 고맙다고 했을 때 알맞은 대답은? | 별말씀을요. 도움이 되어서 다행이에요. | 나도 고마워요 당신. | 고맙다는 말 필요 없어요. | 그런 말 하지 마. | 자연스러운 응답.
Q | 정중하게 반대 의견을 말할 때는? | 말씀은 알겠지만 저는 조금 다르게 생각합니다. | 틀렸어요. | 말도 안 돼요. | 그건 헛소리예요. | 정중한 반대.
Q | 정중하게 끼어들 때는? | 말씀 중에 죄송하지만 한 가지 덧붙여도 될까요? | 조용히 해요. | 이제 내가 말해. | 그만. | 정중한 개입.
Q | 초대를 정중하게 거절할 때는? | 초대해 주셔서 감사하지만 선약이 있어서 어렵겠어요. | 싫어요. | 안 가요. | 갈 마음 없어요. | 정중한 거절.
Q | 생각할 시간이 필요할 때는? | 좋은 질문이네요. 잠시 생각해 볼게요. | 몰라요. | 아무 생각 없어요. | 다른 사람한테 물어봐요. | 시간 벌기.
Q | 길을 물을 때는? | 실례합니다. 역에 어떻게 가야 하나요? | 역 어디? | 역 말해요. | 역, 빨리! | 정중한 질문.
Q | 호텔에서 불만을 말할 때는? | 죄송하지만 방의 난방이 작동하지 않아서요. 확인해 주시겠어요? | 난방이 엉망이에요. | 지금 당장 고쳐요. | 이 호텔은 최악이에요. | 정중한 항의.
Q | 시험 합격을 축하받았을 때는? | 감사합니다. 정말 기쁩니다. | 당연하죠. | 쉬웠어요. | 알아요. | 자연스러운 응답.
Q | 제안할 때 알맞은 표현은? | 약속을 조금 미뤄 보는 건 어떨까요? | 미뤄요. | 약속 미뤄요 당신이. | 미루세요 그냥. | 제안.
Q | 의견을 말할 때 알맞은 표현은? | 제 생각에는 이 프로젝트를 계속해야 합니다. | 나는 생각 프로젝트. | 프로젝트는 생각이다. | 생각 계속. | 의견 표현.
Q | 동의를 나타낼 때는? | 맞아요. 저도 같은 생각이에요. | 네 아니요. | 사실이 아니에요. | 어쩌면 그럴지도. | 동의.
Q | 도움을 청할 때는? | 잠깐 도와주실 수 있으세요? | 지금 도와줘. | 넌 도와. | 도움 줘. | 정중한 부탁.
Q | 상대가 지각을 사과할 때는? | 괜찮아요. 앉으세요. | 당신 잘못이에요. | 너무 늦었어요! | 또 늦었네! | 이해하는 응답.
Q | 면접에서 모르는 질문을 받았을 때는? | 정확히는 잘 모르지만 알아본 뒤에 답변드리겠습니다. | 몰라요. | 생각 없어요. | 다른 사람한테 물으세요. | 전문적인 응답.
Q | 식당에서 계산서를 부탁할 때는? | 계산해 주시겠어요? | 계산서! | 계산서 줘. | 지금 낼게 빨리. | 정중한 요청.
Q | 대화를 마무리할 때는? | 즐거웠어요. 그럼 이만 가 보겠습니다. | 갈래. | 이야기 그만. | 안녕, 지루해요. | 정중한 마무리.
Q | 설명을 시작할 때는? | 이것이 어떻게 작동하는지 간단히 설명드리겠습니다. | 설명해요 빨리. | 나 지금 설명. | 이래요. | 격식 있는 도입.
Q | 발표를 마칠 때는? | 경청해 주셔서 감사합니다. 질문 있으시면 말씀해 주십시오. | 끝. | 이게 다야, 안녕. | 끝났으니 가세요. | 발표 마무리.
Q | 중요한 점을 강조할 때는? | 안전이 무엇보다 우선이라는 점을 강조하고 싶습니다. | 안전은 안전이에요. | 강조 안전. | 나는 안전. | 강조 표현.
Q | 예를 들 때는? | 예를 들어 새로 생긴 버스 노선이 있습니다. | 예 버스. | 버스 예 새로. | 예를 버스가. | 예시 표현.
Q | 확실하지 않을 때는? | 확실하지는 않지만 화요일인 것 같아요. | 화요일 확실하지 않음. | 화요일 확실 아님 나. | 나 화요일 안. | 불확실 표현.
Q | 조언할 때는? | 제가 당신이라면 그 제안을 받아들이겠어요. | 받아요. | 받아야 해요. | 제안 받아 지금. | 조언.
Q | 비즈니스 식사 후 인사는? | 초대해 주셔서 감사합니다. 즐거운 저녁이었습니다. | 고마워요, 안녕. | 집에 가요. | 식사는 그저 그랬어요. | 격식 있는 작별.
Q | 부드럽게 비판할 때는? | 보고서가 조금 더 자세하면 좋겠다고 생각합니다. | 보고서가 형편없어요. | 당신 보고서는 쓸모없어요. | 못 쓰겠어요. | 완곡한 비판.
Q | 약속할 때는? | 월요일까지 보고서가 책상 위에 있도록 하겠습니다. | 월요일 보고서 아마. | 약속 못 해요, 월요일. | 월요일 보고서 어쩌면. | 약속.
Q | 다른 사람에게 발언을 권할 때는? | 김 선생님은 어떻게 생각하세요? | 김 선생, 말해. | 빨리 말해요. | 김 선생님, 지금. | 정중한 권유.
Q | 이해를 구할 때는? | 회의를 미루게 된 점 양해 부탁드립니다. | 이해해요. | 회의 미룸, 끝. | 이해해야 해요. | 양해 표현.
Q | 놀라움을 표현할 때는? | 정말요? 전혀 몰랐어요! | 거짓말이에요. | 불가능한 일. | 놀라워요 나. | 놀람 표현.
Q | 음료를 권할 때는? | 커피 한 잔 드릴까요? | 커피 마셔. | 커피 원해. | 커피 받아. | 정중한 권유.
Q | 도움 제안을 정중히 거절할 때는? | 감사하지만 혼자 할 수 있을 것 같아요. | 필요 없어요. | 싫어. | 놔둬. | 정중한 거절.
Q | 의견을 완곡하게 말할 때는? | 그 조치만으로는 부족할 수도 있어요. | 부족해요, 절대. | 모두 알아요. | 그렇다, 끝. | 완곡한 표현.
Q | 두 가지를 비교할 때는? | 한편으로는 더 싸지만 다른 한편으로는 덜 오래갑니다. | 싸요 오래 안 가요. | 싸거나 오래가거나. | 하나는 하고 하나는 안 해요. | 대조 표현.
Q | 화제를 바꿀 때는? | 그건 그렇고 새 프로젝트 소식 들으셨어요? | 다른 얘기. | 됐고 화제. | 주제 바꿔. | 화제 전환.
Q | 용어의 뜻을 물을 때는? | 그 말은 정확히 무슨 뜻입니까? | 그 말 뭐. | 설명해. | 나 몰라요. | 명확화 요청.
Q | 약속을 확인할 때는? | 그럼 목요일 10시에 뵙겠습니다. | 목요일 10시 우리. | 목요일 나 가. | 목요일 열 시 너. | 확인.
Q | 안 좋은 소식을 들은 사람에게는? | 정말 안타깝네요. 제가 도울 일이 있을까요? | 그건 네 탓이야. | 별일 아니에요. | 인생이 그래요. | 공감.
Q | 조용히 해 달라고 정중히 부탁할 때는? | 조금만 조용히 해 주시겠어요? | 조용히! | 입 닫아. | 닥쳐요. | 정중한 부탁.
Q | 상대의 동의를 구할 때는? | 이 점에 동의하십니까? | 동의해? | 동의 당신? | 예 아니면? | 정중한 질문.
Q | 유감을 표현할 때는? | 합의에 이르지 못해 매우 유감입니다. | 유감 합의 아님. | 합의 안 됨, 아쉽다. | 유감이야 합의. | 유감 표현.
Q | 지각을 사과할 때는? | 늦어서 죄송합니다. 기차가 지연되었습니다. | 늦음 미안. | 나 늦었어요. | 기차 늦음. | 정중한 사과.
Q | 요약할 때는? | 요약하자면 유연하게 대응해야 합니다. | 요약 유연. | 끝 유연. | 모두 유연 끝. | 요약 표현.
Q | 시간을 요청할 때는? | 내일까지 생각해 봐도 될까요? | 내일 생각. | 내일 생각 너. | 생각 안 함. | 시간 요청.
Q | 사람을 소개할 때는? | 제 동료인 김 선생님을 소개해 드리겠습니다. | 이 사람 김. | 김 선생님 당신. | 동료 김 여기. | 소개.
Q | 선물에 감사할 때는? | 이렇게 마음 써 주셔서 정말 감사합니다. | 선물 고마워. | 나 선물 있어. | 좋아요 네. | 감사 표현.
Q | 주장을 뒷받침할 때는? | 이는 최신 수치로 확인할 수 있습니다. | 그냥 믿어요. | 수치는 같아요. | 다들 그렇게 말해요. | 근거 제시.
Q | 동료와 통화하고 싶을 때는? | 안녕하세요. 김 선생님 좀 바꿔 주시겠어요? | 김 바꿔! | 김 원해요. | 김 줘. | 정중한 통화.
Q | 회의에서 발언권을 얻을 때는? | 한 말씀 드려도 될까요? | 내 차례. | 들어 봐요! | 지금 말할게. | 발언 요청.
Q | 약속 연기를 요청할 때는? | 약속을 다음 주로 미뤄도 될까요? | 약속 다음 주 너. | 미룰게 알겠지. | 약속 갔어. | 정중한 요청.
Q | 조건부로 동의할 때는? | 원칙적으로 동의하지만 위험이 있다고 봅니다. | 동의 안 해요 네. | 좋지만 아니에요. | 예 아니오 아무것도. | 조건부 동의.
