# gramatica
Q | Espero que você ＿＿ bem na prova. | vá | vai | irá | iria | Após esperar que: subjuntivo presente.
Q | Qual preposição se encaixa? Ele confia ＿＿ sua intuição. | na | da | à | pela | Confiar em.
Q | Qual forma está correta? Atingimos o ＿＿ . | resultado | resultato | resultada | resultar | Substantivo.
Q | Qual forma está correta? Ele tem ＿＿ a carta. | escrito | escrevido | escrita | escrever | Particípio de escrever.
Q | Qual forma está correta? Ela tem ＿＿ as chaves. | perdido | perdeu | perdida | perder | Particípio de perder.
Q | Qual forma está correta? Os livros foram ＿＿ ontem. | publicados | publicado | publicada | publicar | Concordância na passiva.
Q | Qual forma está correta? Elas se ＿＿ tarde demais. | levantaram | levantou | levantei | levantar | Concordância com sujeito plural.
Q | Qual forma está correta? As decisões foram ＿＿ ontem. | tomadas | tomado | tomada | tomar | Concordância na passiva.
Q | Qual forma está correta? Elas ＿＿ na hora. | chegaram | chegou | chegar | chegado | Pretérito perfeito.
Q | Qual forma está correta? Hoje de manhã ＿＿ a correspondência. | recebemos | recebemo | recebido | recebeu nós | Pretérito perfeito.
Q | Qual forma está correta? É preciso que você ＿＿ prudente. | seja | é | será | seria | Subjuntivo de ser.
Q | Qual forma está correta? É indispensável que ＿＿ juntos. | trabalhemos | trabalhamos | trabalharemos | trabalharíamos | Subjuntivo.
Q | Qual forma está correta? Não há nada que eu ＿＿ fazer. | possa | posso | poderei | poderia | Subjuntivo com negação.
Q | Qual forma está correta? Ele disse que ＿＿ logo. | viria | virá | viria a | venha | Concordância dos tempos.
Q | Qual forma está correta? Você está ＿＿ cinco minutos de atraso. | com | em | por | de | Estar com atraso.
Q | Qual forma está correta? É a única solução que ＿＿ possível. | seja | é | será | seria | Único + subjuntivo.
Q | Qual forma está correta? Essa decisão eu nunca ＿＿ lamentei. | a | lhe | ela | -a | Pronome objeto (a).
Q | Qual forma está correta? Ele nunca fala ＿＿ ninguém. | com | de com | a com | em | Nunca ... com ninguém.
Q | Qual forma está correta? Não sei ＿＿ ele chegou. | quando | quanto de | qual em | como quando | Interrogativa indireta: quando.
Q | Qual forma está correta? Não sei ＿＿ ele fez isso. | por que | porque | por quê de | porquê | Interrogativa indireta: por que.
Q | Qual forma está correta? Ele saiu ＿＿ era tarde. | porque | por que | porquê | por quê | Porque = causa.
Q | Qual forma está correta? Você sabe o ＿＿ do atraso? | porquê | porque | por que | por quê | Substantivo: o porquê.
Q | Qual forma está correta? Elas estão ＿＿ cansadas. | meio | meias | meia | meios | Meio advérbio = um pouco: invariável.
# speaking
Q | Você não entendeu. O que diz com educação? | Desculpe, poderia repetir, por favor? | O quê? | Repete! | De novo! | Pedido educado.
Q | Um colega agradece. O que você responde? | Por nada, imagine. | Obrigado você também. | Nada de obrigado. | Não tem de agradecer. | Resposta natural.
Q | Você quer discordar com educação. O que diz? | Não concordo totalmente, pois os dados mostram outra coisa. | Errado! | Que absurdo. | Isso é bobagem. | Discordância educada.
Q | Você quer interromper com gentileza. O que diz? | Desculpe interromper, posso acrescentar algo? | Cale a boca. | Agora eu falo. | Chega. | Interrupção educada.
Q | Você precisa recusar um convite. O que diz? | Agradeço, mas infelizmente já tenho um compromisso. | Não. | Não estou a fim. | Não vou, tchau. | Recusa educada.
Q | Você precisa de tempo para pensar. O que diz? | É uma pergunta interessante; deixe-me pensar um instante. | Sei lá. | Não faço ideia. | Pergunte a outro. | Ganhar tempo.
Q | Você pergunta o caminho. O que diz? | Com licença, como chego à estação, por favor? | Estação onde? | Diga a estação. | Estação, rápido! | Pedido educado.
Q | Você reclama no hotel. O que diz? | Infelizmente o aquecimento do meu quarto não funciona; poderiam verificar? | O aquecimento de vocês é lixo. | Consertem já. | O hotel de vocês é péssimo. | Reclamação formal.
Q | Parabenizam você pela prova. O que responde? | Muito obrigado, fico muito contente. | Sim, claro. | Foi fácil. | Eu sei. | Resposta natural.
Q | Você faz uma proposta. O que diz? | Que tal adiarmos o encontro? | Adiamos. | Encontro adia. | Adie você. | Sugestão.
Q | Você dá sua opinião. O que diz? | Na minha opinião, devemos continuar o projeto. | Eu opinião projeto. | O projeto é opinião. | Opinião continuar. | Fórmula de opinião.
Q | Você confirma um acordo. O que diz? | Exatamente, penso do mesmo modo. | Sim não. | Não é verdade. | Talvez assim. | Acordo.
Q | Você pede ajuda. O que diz? | Poderia me ajudar um instante, por favor? | Me ajude agora. | Você me ajuda. | Dá ajuda. | Pedido educado.
Q | Alguém pede desculpas pelo atraso. O que responde? | Não tem problema, fique à vontade. | O problema é seu. | Tarde demais! | De novo! | Resposta compreensiva.
Q | Você não sabe responder numa entrevista. O que diz? | Não sei responder com precisão, mas terei prazer em me informar. | Não sei. | Nenhuma ideia. | Pergunte a outro. | Resposta profissional.
Q | Você quer a conta no restaurante. O que diz? | Poderíamos ter a conta, por favor? | A conta! | Me dá a conta. | Pagar agora. | Pedido educado.
Q | Você quer encerrar a conversa. O que diz? | Foi um prazer conversar, mas preciso ir. | Vou. | Chega de papo. | Tchau, chato. | Encerramento educado.
Q | Você introduz uma explicação. O que diz? | Gostaria de explicar brevemente como funciona. | Explico breve como. | Explicar eu agora. | É assim. | Introdução formal.
Q | Você conclui uma apresentação. O que diz? | Agradeço a atenção e fico à disposição para perguntas. | Acabou. | É só, tchau. | Terminado, saiam. | Encerramento profissional.
Q | Você quer destacar um ponto. O que diz? | Faço questão de ressaltar que a segurança vem em primeiro lugar. | Segurança é segurança. | Ressalto segurança. | Eu segurança. | Ênfase.
Q | Você dá um exemplo. O que diz? | Um exemplo é o novo serviço de ônibus. | Exemplo ônibus. | Ônibus novo exemplo é. | Exemplos ônibus de. | Exemplificação.
Q | Você expressa incerteza. O que diz? | Não tenho certeza, mas acho que é terça. | É terça não certeza. | Terça certeza não eu. | Eu não terça. | Incerteza.
Q | Você dá um conselho. O que diz? | No seu lugar, eu aceitaria a oferta. | Aceite. | Tem que aceitar. | Oferta aceitar agora. | Conselho.
Q | Você se despede de um jantar de negócios. O que diz? | Agradeço o convite; a noite foi muito agradável. | Obrigado, tchau. | Vou para casa. | O jantar estava mais ou menos. | Despedida formal.
Q | Você critica com tato. O que diz? | Acho que o relatório poderia ser um pouco mais detalhado. | O relatório é péssimo. | Seu relatório não vale nada. | Inutilizável. | Crítica atenuada.
Q | Você faz uma promessa. O que diz? | Vou garantir que o relatório esteja na sua mesa segunda. | Relatório talvez segunda. | Não prometo nada, segunda. | Segunda relatório eventual. | Promessa.
Q | Você convida alguém a falar. O que diz? | O que a senhora acha, Sra. Weber? | Weber, fale. | Diga aí, rápido. | Weber, agora. | Convite educado.
Q | Você pede compreensão. O que diz? | Peço que compreendam que precisamos adiar a reunião. | Entendam. | Reunião adiada, ponto. | Vocês têm que entender. | Pedido de compreensão.
Q | Você expressa surpresa. O que diz? | Sério? Eu nunca teria imaginado! | Você mente. | Impossível coisa. | Isso me surpreende eu. | Surpresa.
Q | Você oferece algo. O que diz? | Posso lhe oferecer um café? | Café toma. | Você quer café. | Pega café. | Oferta educada.
Q | Oferecem ajuda a você. O que responde? | É muito gentil, obrigado, mas me viro. | Não preciso de você. | Não. | Me deixa. | Recusa educada.
Q | Você atenua sua opinião. O que diz? | Pode ser que a medida não seja suficiente. | Nunca é suficiente. | Todo mundo sabe. | É assim, ponto. | Atenuação.
Q | Você compara duas opções. O que diz? | Por um lado é mais barato; por outro, dura menos. | Barato e durar não. | Barato ou dura. | Um é, o outro não. | Contraste.
Q | Você muda de assunto. O que diz? | Aliás, você soube do novo projeto? | Outro assunto. | Chega, assunto. | Mudar assunto. | Mudança de assunto.
Q | Você pede um esclarecimento. O que diz? | O que exatamente você quer dizer com esse termo? | Explica termo. | Termo o quê. | Não entendo. | Esclarecimento.
Q | Você confirma um compromisso. O que diz? | Então nos vemos na quinta às dez. | Quinta dez nós. | Quinta, eu venho. | Quinta dez você. | Confirmação.
Q | Alguém lhe conta uma desgraça. O que diz? | Sinto muito mesmo. Posso fazer algo por você? | A culpa é sua. | Não é nada. | A vida é assim. | Empatia.
Q | Você pede silêncio com educação. O que diz? | Poderiam fazer um pouco menos de barulho, por favor? | Silêncio! | Cale-se! | Feche a boca. | Pedido educado.
Q | Você pede a concordância de alguém. O que diz? | O senhor concorda com isso? | Concorda o senhor isso? | Sim ou quê? | Você aí, concorda? Fala. | Pergunta educada.
Q | Você expressa pesar. O que diz? | Lamento muito não termos chegado a um acordo. | Lamento acordo não. | Pena acordo. | Sem acordo, que pena. | Pesar formal.
Q | Você pede desculpas pelo atraso. O que diz? | Desculpe o atraso; o trem atrasou. | Atraso desculpa. | Eu atrasado, é. | Tarde trem eu. | Desculpa formal.
Q | Você resume. O que diz? | Em resumo, precisamos ser flexíveis. | Resumo nós flexíveis. | Fim flexíveis. | Tudo flexível fim. | Resumo.
Q | Você pede tempo. O que diz? | Poderia pensar até amanhã? | Penso amanhã. | Amanhã pensar você. | Pensar não. | Pedido de prazo.
Q | Você apresenta alguém. O que diz? | Permita-me apresentar minha colega, a Sra. Weber. | Esta é Weber, olha. | Sra. Weber, você. | Colega Weber aqui. | Apresentação.
Q | Você agradece por um presente. O que diz? | É muita gentileza sua, muito obrigado! | Obrigado presente. | Tenho presente. | Bom, sim. | Agradecimento.
Q | Você fundamenta uma afirmação. O que diz? | Isso pode ser demonstrado com os dados atuais. | É assim, acredite. | Dados iguais. | Todo mundo diz. | Argumento com dados.
Q | Você liga para falar com uma colega. O que diz? | Bom dia, poderia falar com a Sra. Weber, por favor? | Weber, agora! | Quero Weber. | Passa Weber. | Ligação formal.
Q | Você quer tomar a palavra em uma reunião. O que diz? | Se me permitem uma observação... | Minha vez. | Me escutem! | Falo agora. | Tomar a palavra.
Q | Você pede para adiar um compromisso. O que diz? | Seria possível adiar nosso compromisso para a próxima semana? | Compromisso semana você. | Adio, ok. | Compromisso foi. | Pedido educado.
Q | Você expressa concordância com ressalva. O que diz? | Em princípio concordo, mas vejo um risco. | Não concordo, sim. | Tudo bem, mas não. | Sim e não nada. | Acordo com ressalva.
