# gramatica
Q | Mi vidis lin ＿＿ la stratangulo. | ĉe | al | per | pro | Loko sen movo: ĉe (ĉe la stratangulo).
Q | Elektu la ĝustan konektilon: La prezoj pliiĝas; ＿＿ la salajroj malpliiĝas. | samtempe | tio estas | do | ekzemple | Samtempeco.
Q | Elektu la ĝustan konektilon: Li havas multan sperton; ＿＿ , li estas tre juna. | tamen | do | sekve | alie | Kontrasto.
Q | Kiu salutformulo taŭgas por formala letero? | Estimata Sinjoro, | Saluton, geamikoj, | He, vi, | Hej, | Formala saluto.
Q | Kiu fino taŭgas por formala letero? | Kun estimo, | Kisojn, | Ĝis, ĝis, | Adiaŭ, ĉu? | Formala fino.
Q | Kiu frazo estas plej ĝentila? | Ĉu vi bonvolus diri al mi, kiam la dokumentoj alvenos? | Diru al mi kiam venos. | Kiam venos ili? | Mi volas scii kiam. | Ĝentila peto.
Q | Kiu frazo taŭgas por plendo? | Mi petas, ke la difekto estu ripartita kiel eble plej baldaŭ. | Ĉio bonas. | Dankon pro nenio. | Ne gravas. | Formala plendo.
Q | Kiu frazo estas la plej formala? | Mi deziras kandidatiĝi por la ofertita posteno. | Mi volas tiun laboron. | Mi prenus tiun laboron. | Donu al mi la postenon. | Formala registro.
Q | Kiu frazo estas ĝusta? | Ŝi ĉeestis la kunvenon. | Ŝi ĉeestis al la kunveno. | Ŝi ĉeestis en la kunvenon. | Ŝi ĉeestis pri la kunveno. | Ĉeesti + akuzativo.
Q | Kiu frazo estas ĝuste interpunkciita? | La raporto, kiu estas longa, prenis horojn. | La raporto kiu estas longa, prenis horojn. | La raporto, kiu estas longa prenis horojn. | La raporto kiu, estas longa prenis horojn. | Enkomo inter komoj.
Q | Kiu skribmaniero estas ĝusta? | ŝanĝo | ŝango | ŝanĉo | sanĝo | Ŝanĝo.
Q | Kiu skribmaniero estas ĝusta? | ĵurnalo | ĝurnalo | jurnalo (kun j) | ĥurnalo | Ĵurnalo.
Q | Kiu skribmaniero estas ĝusta? | ĝardeno | ĵardeno | ĝardenon (por loko) | ĥardeno | Ĝardeno.
Q | Kiu skribmaniero estas ĝusta? | ĥoro | ĝoro | ĉoro | ŝoro | Ĥoro.
Q | Kiu skribmaniero estas ĝusta? | eŭropa | eŭropo | ŭeropa | europaŭ | Eŭropa.
Q | Kiu frazo ne enhavas eraron? | Li aĉetis novan aŭton. | Li aĉetis nova aŭto. | Li aĉetis novan aŭto. | Li aĉetis novajn aŭton. | Akuzativo kaj adjektivo.
Q | Kiu frazo ne enhavas eraron? | Ŝi legas interesan libron. | Ŝi legas interesa libron. | Ŝi legas interesan libro. | Ŝi legas interesajn libron. | Akordo.
Q | Kiu frazo ne enhavas eraron? | Mi vidis lin en la parko. | Mi vidis li en la parko. | Mi vidis lin en la parkon. | Mi vidis lin al la parko. | Akuzativo ĉe objekto.
Q | Kiu frazo ne enhavas eraron? | Ili iris al la strando. | Ili iris en la strando. | Ili iris ĉe la strando. | Ili iris pri la strando. | Direkto: al.
Q | Kiu frazo ne enhavas eraron? | Ni ricevis multajn leterojn. | Ni ricevis multaj leteroj. | Ni ricevis multajn leteron. | Ni ricevis multa leteroj. | Pluralo kaj akuzativo.
Q | Kiu frazo ne enhavas eraron? | Ŝi estas pli alta ol mi. | Ŝi estas pli alta kiel mi. | Ŝi estas pli alta ke mi. | Ŝi estas pli alta ol min. | Komparo: pli … ol.
Q | Kiu frazo ne enhavas eraron? | Ĉi tio estas la plej bona libro. | Ĉi tio estas la pli bona libro. | Ĉi tio estas plej la bona libro. | Ĉi tio estas la plej bone libro. | Superlativo.
Q | Kiu frazo ne enhavas eraron? | Mi ne scias, ĉu li venos. | Mi ne scias, ke li venos. | Mi ne scias, se li venos. | Mi ne scias, kiu li venos. | Ĉu en subfrazo.
Q | Kiu frazo ne enhavas eraron? | Se mi havus tempon, mi helpus vin. | Se mi havos tempon, mi helpus vin. | Se mi havus tempon, mi helpos vin. | Se mi havis tempon, mi helpus vin. | Kondiĉa: -us … -us.
Q | Kiu frazo ne enhavas eraron? | Ĝi estas la libro, kiun mi legis. | Ĝi estas la libro, kiu mi legis. | Ĝi estas la libro, kies mi legis. | Ĝi estas la libro, kiuj mi legis. | Rilata pronomo objekta.
Q | Kiu vorto plej taŭgas? Li ＿＿ la aferon kun granda zorgo. | traktis | tratis | trafis | trenis | Trakti = trakti.
Q | Kiu vorto plej taŭgas? La ministro ＿＿ novan leĝon. | proponis | sendis | ricevis | ludis | Proponi leĝon.
Q | Kiu vorto plej taŭgas? La komitato ＿＿ decidon. | prenis | donis al | portis | lasis | Preni decidon.
Q | Kiu vorto plej taŭgas? Ĝi ＿＿ gravan rolon. | ludas | kantas | legas | dormas | Ludi rolon.
Q | Kiu vorto plej taŭgas? Li ＿＿ la respondecon. | akceptas | manĝas | sendas | rigardas | Akcepti respondecon.
Q | Kiu vorto plej taŭgas? La studo ＿＿ al la konkludo, ke... | kondukas | iras sur | faras | havas | Konduki al konkludo.
Q | Kiu vorto plej taŭgas? Ni staras antaŭ granda ＿＿ . | defio | defii | defiu | defia | Defio.
Q | Kiu prepozicio plej taŭgas? Li insistis ＿＿ tiu punkto. | pri | je | al | per | Insisti pri.
Q | Kiu prepozicio plej taŭgas? Ili alvenis ＿＿ interkonsento. | al | de | por | pro | Alveni al.
Q | Kiu prepozicio plej taŭgas? Ŝi respondecas ＿＿ la sekureco. | pri | al | je | per | Respondeci pri.
Q | Kiu prepozicio plej taŭgas? Ĝi dependas ＿＿ la cirkonstancoj. | de | je | pri | al | Dependi de.
Q | Kiu prepozicio plej taŭgas? Li fidas ＿＿ sia intuicio. | al | de | pri | per | Fidi al.
Q | Kiu prepozicio plej taŭgas? Ŝi sonĝas ＿＿ vojaĝo. | pri | je | al | de | Sonĝi pri.
Q | Kiu formo estas ĝusta? Mi ＿＿ vin hieraŭ. | vidis | vidos | vidu | vidas | Preterito.
Q | Kiu formo estas ĝusta? Mi ＿＿ vin morgaŭ. | vidos | vidis | vidu | vidus | Estonteco.
Q | Kiu formo estas ĝusta? Se mi ＿＿ riĉa, mi helpus ĉiujn. | estus | estas | estos | estis | Kondiĉa.
Q | Kiu formo estas ĝusta? Mi volas, ke vi ＿＿ ĉi tie. | restu | restas | restis | restos | Volitivo.
Q | Kiu formo estas ĝusta? ＿＿ ni iri? | Ĉu | Ke | Se | Kial | Ĉu-demando.
Q | Kiu formo estas ĝusta? Kiam mi ＿＿ knabo, mi ludis multe. | estis | estas | estos | estus | Preterito.
Q | Kiu formo estas ĝusta? La libroj ＿＿ vendataj. | estas | estas vendinta | estos vendis | estus vendita | Estas + -ataj.
Q | Kiu formo estas ĝusta? La letero ＿＿ jam sendita. | estas | estos sendos | estu sendi | estas sendante | Estas + -ita.
Q | Kiu formo estas ĝusta? Mi ne povis ＿＿ . | veni | venis | venu | venus | Povi + infinitivo.
Q | Kiu formo estas ĝusta? Li ne ＿＿ ion pri tio. | scias | scii | sciu | scio | Prezenco.
Q | Kiu formo estas ĝusta? Kiam vi ＿＿ ? | venos | venus | venu | veni | Estonteco.
Q | Kiu formo estas ĝusta? Ili ĉiuj ＿＿ hejmen. | iris | iri | iru | irus | Preterito.
Q | Kiu formo estas ĝusta? La ＿＿ de la ĉefo estis bona. | decido | decidi | decidu | decidas | Substantivo.
Q | Kiu formo estas ĝusta? Li estas ＿＿ homo. | bona | bone | bono | bonan | Adjektivo.
Q | Kiu formo estas ĝusta? Ŝi parolas ＿＿ . | bone | bona | bono | bonan | Adverbo.
Q | Kiu formo estas ĝusta? Ni ＿＿ dankas. | ĉiuj | ĉiu | ĉio | ĉia | Ĉiuj = ĉiuj homoj.
Q | Kiu formo estas ĝusta? ＿＿ homoj estas bonaj. | Ĉiuj | Ĉiu | Ĉio | Ĉie | Ĉiuj homoj.
Q | Kiu formo estas ĝusta? Ĉu vi havas ＿＿ amikojn? | multajn | multa | multe | multo | Akuzativo pluralo.
Q | Kiu skribmaniero estas ĝusta? | ĉevalo | ĉeŭalo | ceval | ĉevalu | Ĉevalo.
Q | Kiu skribmaniero estas ĝusta? | ĝoji | ĵoji | ĉoji | ŝoji | Ĝoji = senti ĝojon.
Q | Kiu skribmaniero estas ĝusta? | ŝtato | ŝtaco | stato (kun s) | ĥtato | Ŝtato.
Q | Kiu skribmaniero estas ĝusta? | ĉielo | ĝielo | ĵielo | ŝielo | Ĉielo.
Q | Kiu skribmaniero estas ĝusta? | ĵaŭdo | ĝaŭdo | ĥaŭdo | ŝaŭdo | Ĵaŭdo.
Q | Kiu skribmaniero estas ĝusta? | ĥaoso | ĝaoso | ĉaoso | ŝaoso | Ĥaoso.
Q | Kiu skribmaniero estas ĝusta? | ŝipo | ĉipo | ĝipo | ĥipo | Ŝipo.
Q | Kiu frazo ne enhavas eraron? | La infanoj ludis en la ĝardeno. | La infanoj ludis en la ĝardenon. | La infanoj ludis al la ĝardeno. | La infanoj ludis ĉe la ĝardenon. | Loko: en + nominativo.
Q | Kiu frazo ne enhavas eraron? | La infanoj kuris en la ĝardenon. | La infanoj kuris en la ĝardeno. | La infanoj kuris ĉe la ĝardenon. | La infanoj kuris pri la ĝardeno. | Direkto: en + -n.
Q | Kiu frazo ne enhavas eraron? | Ili ĉiuj manĝis. | Ili ĉiu manĝis. | Ili ĉiuj manĝas hieraŭ. | Ili ĉio manĝis. | Ĉiuj + plurala verbo.
Q | Kiu frazo ne enhavas eraron? | Li diris, ke li venos morgaŭ. | Li diris, ĉu li venos morgaŭ. | Li diris, se li venos morgaŭ. | Li diris, kiel li venos. | Ke por aserto.
Q | Kiu frazo ne enhavas eraron? | Ĝi estas tiel simpla kiel mi pensis. | Ĝi estas tiel simpla ol mi pensis. | Ĝi estas pli simpla kiel mi pensis. | Ĝi estas tiel simpla ke mi pensis. | Tiel … kiel.
Q | Kiu frazo ne enhavas eraron? | Post la kunveno, ni iris manĝi. | Post la kunveno, ni iris manĝas. | Post la kunveno ni iru manĝis. | Post la kunveno ni irus manĝu. | Iri + infinitivo.
Q | Kiu frazo ne enhavas eraron? | Estas necese, ke vi venu tuj. | Estas necese, ke vi venas tuj. | Estas necese, ke vi venis tuj. | Estas necese, ke vi venos tuj. | Ke + volitivo.
Q | Kiu frazo ne enhavas eraron? | Ĉu vi jam manĝis? | Ĉu vi jam manĝas hieraŭ? | Ĉu vi jam manĝus hieraŭ? | Ĉu vi jam manĝos hieraŭ? | Jam + preterito.
# speaking
Q | Vi ne komprenis. Kion vi diras ĝentile? | Pardonu, ĉu vi povus ripeti tion, mi petas? | Kio? | Ripetu! | Denove! | Ĝentila peto.
Q | Kolego dankas vin. Kion vi respondas? | Ne dankinde, mi ĝojas helpi. | Ankaŭ mi dankas vin vin. | Ne diru dankon. | Ne ripetu tion. | Natura respondo.
Q | Vi volas ĝentile kontraŭdiri. Kion vi diras? | Mi ne tute samopinias, ĉar la ciferoj montras alion. | Malvere! | Sensencaĵo. | Tio estas stultaĵo. | Ĝentila kontraŭdiro.
Q | Vi volas ĝentile interrompi. Kion vi diras? | Pardonu, ĉu mi rajtas aldoni ion? | Silentu. | Nun mi parolas. | Sufiĉe. | Ĝentila interrompo.
Q | Vi devas malakcepti inviton. Kion vi diras? | Dankon pro la invito, bedaŭrinde mi jam havas alian aranĝon. | Ne. | Mi ne volas. | Mi ne venos, ĝis. | Ĝentila rifuzo.
Q | Vi bezonas tempon por pensi. Kion vi diras? | Tio estas interesa demando; lasu min pripensi momenton. | Mi ne scias. | Nenion mi pensas. | Demandu alian. | Gajni tempon.
Q | Vi demandas la vojon. Kion vi diras? | Pardonu, kiel mi iras al la stacidomo, mi petas? | Stacidomo kie? | Diru stacidomon. | Stacidomo, rapide! | Ĝentila demando.
Q | Vi plendas en hotelo. Kion vi diras? | Bedaŭrinde la hejtado en mia ĉambro ne funkcias; ĉu vi povus kontroli? | Via hejtado estas rubo. | Riparu ĝin tuj. | Via hotelo estas plej malbona. | Formala plendo.
Q | Oni gratulas vin pro la ekzameno. Kion vi respondas? | Multan dankon, mi ege ĝojas. | Jes, memkompreneble. | Ĝi estis facila. | Mi scias. | Natura respondo.
Q | Vi proponas ion. Kion vi diras? | Kion vi dirus pri prokrasto de la rendevuo? | Prokrastu. | Rendevuo prokrasti vi. | Prokrastu simple. | Propono.
Q | Vi esprimas vian opinion. Kion vi diras? | Laŭ mi, ni daŭrigu la projekton. | Mi opinio projekto. | La projekto estas opinio. | Opinio daŭrigi. | Opinia formulo.
Q | Vi konfirmas interkonsenton. Kion vi diras? | Ĝuste, mi pensas same. | Jes ne. | Ne veras. | Eble tiel. | Konsento.
Q | Vi petas helpon. Kion vi diras? | Ĉu vi povus helpi min momenton, mi petas? | Helpu min nun. | Vi helpu. | Donu helpon. | Ĝentila peto.
Q | Iu pardonpetas pro malfruo. Kion vi respondas? | Ne gravas, bonvolu sidiĝi. | Tio estas via problemo. | Tro malfrue! | Denove! | Komprena respondo.
Q | Ĉe intervjuo vi ne scias la respondon. Kion vi diras? | Mi ne scias precize, sed volonte esploros kaj respondos. | Mi ne scias. | Neniu ideo. | Demandu alian. | Profesia respondo.
Q | Vi volas la fakturon en restoracio. Kion vi diras? | Ĉu ni povus havi la kalkulon, mi petas? | La kalkulon! | Donu kalkulon. | Pagi nun. | Ĝentila peto.
Q | Vi volas fini la konversacion. Kion vi diras? | Estis agrable paroli kun vi, sed mi bedaŭrinde devas foriri. | Mi iras. | Sufiĉe da parolo. | Ĝis, enuiga. | Ĝentila fino.
Q | Vi komencas klarigon. Kion vi diras? | Mi volus mallonge klarigi, kiel tio funkcias. | Mi klarigas rapide. | Klarigi mi nun. | Tio estas tiel. | Formala enkonduko.
Q | Vi finas prezenton. Kion vi diras? | Mi dankas pro via atento kaj estas preta respondi demandojn. | Fino. | Tio estas ĉio, ĝis. | Finiĝis, foriru. | Prezenta fino.
Q | Vi volas substreki gravan punkton. Kion vi diras? | Mi volas substreki, ke sekureco estas la unua prioritato. | Sekureco estas sekureco. | Mi substreko sekureco. | Mi sekureco. | Substreko.
Q | Vi donas ekzemplon. Kion vi diras? | Ekzemple, la nova busa servo montras tion. | Ekzemplo buso. | Buso nova ekzemplo estas. | Ekzemploj buso de. | Ekzemplo.
Q | Vi esprimas necertecon. Kion vi diras? | Mi ne tute certas, sed mi pensas, ke tio estas mardo. | Mardo ne certa. | Mardo certa ne mi. | Mi ne mardo. | Necerteco.
Q | Vi donas konsilon. Kion vi diras? | Se mi estus vi, mi akceptus la proponon. | Akceptu. | Vi devas akcepti. | Propono akcepti nun. | Konsilo.
Q | Vi adiaŭas post komerca vespermanĝo. Kion vi diras? | Mi dankas pro la invito; la vespero estis tre agrabla. | Dankon, ĝis. | Mi iras hejmen. | La manĝo estis tiel-tiel. | Formala adiaŭo.
Q | Vi kritikas kun takto. Kion vi diras? | Mi pensas, ke la raporto povus esti iom pli detala. | La raporto estas malbona. | Via raporto estas senvalora. | Ĝi estas neuzebla. | Milda kritiko.
Q | Vi faras promeson. Kion vi diras? | Mi zorgos, ke la raporto estu sur via tablo ĝis lundo. | Raporto eble lunde. | Mi promesas nenion, lunde. | Lunde raporto eventuale. | Promeso.
Q | Vi invitas iun paroli. Kion vi diras? | Kion vi pensas pri tio, sinjorino Weber? | Weber, parolu. | Diru, rapide. | Weber, nun. | Ĝentila invito.
Q | Vi petas komprenon. Kion vi diras? | Mi petas komprenon, ĉar ni devas prokrasti la kunvenon. | Komprenu. | Kunveno prokrastita, fino. | Vi devas kompreni. | Peto pri kompreno.
Q | Vi montras surprizon. Kion vi diras? | Ĉu vere? Mi tute ne sciis! | Vi mensogas. | Neebla afero. | Tio surprizas min mi. | Surprizo.
Q | Vi proponas trinkaĵon. Kion vi diras? | Ĉu mi rajtas proponi al vi kafon? | Trinku kafon. | Vi volas kafon. | Prenu kafon. | Ĝentila propono.
Q | Oni proponas al vi helpon. Kion vi respondas? | Dankon, tre afable, sed mi mem povas pritrakti ĝin. | Mi ne bezonas vin. | Ne. | Lasu min. | Ĝentila rifuzo.
Q | Vi mildigas vian opinion. Kion vi diras? | Eble tiu rimedo ne sufiĉos. | Ĝi neniam sufiĉas. | Ĉiu scias tion. | Tiel estas, punkto. | Mildigo.
Q | Vi komparas du eblojn. Kion vi diras? | Unuflanke ĝi estas pli malmultekosta, aliflanke malpli daŭra. | Malmultekosta kaj daŭra ne. | Malmultekosta aŭ daŭra. | Unu estas, la alia ne. | Kontrasto.
Q | Vi ŝanĝas la temon. Kion vi diras? | Cetere, ĉu vi aŭdis pri la nova projekto? | Alia temo. | Sufiĉe, temo. | Ŝanĝu temon. | Ŝanĝo de temo.
Q | Vi petas klarigon pri termino. Kion vi diras? | Kion precize vi signifas per tiu vorto? | Klarigu vorton. | Vorto kio. | Mi ne komprenas. | Klarigo.
Q | Vi konfirmas rendevuon. Kion vi diras? | Do ni renkontiĝos ĵaŭdon je la deka. | Ĵaŭdon deka ni. | Ĵaŭdon, mi venas. | Ĵaŭdon deka vi. | Konfirmo.
Q | Iu rakontas malbonan novaĵon. Kion vi diras? | Mi ege bedaŭras. Ĉu mi povas fari ion por vi? | Estas via kulpo. | Ne gravas. | Tia estas la vivo. | Kompato.
Q | Vi petas silenton ĝentile. Kion vi diras? | Ĉu vi povus esti iom pli trankvilaj, mi petas? | Silentu! | Fermu la buŝon. | Kion vi bruas. | Ĝentila peto.
Q | Vi petas akordon de iu. Kion vi diras? | Ĉu vi konsentas pri tio? | Vi konsentu? | Konsentas vi tion? | Jes aŭ ne? | Ĝentila demando.
Q | Vi esprimas bedaŭron. Kion vi diras? | Mi ege bedaŭras, ke ni ne atingis interkonsenton. | Bedaŭro interkonsento ne. | Pri interkonsento ĉagreno. | Neniu akordo, domaĝe. | Formala bedaŭro.
Q | Vi pardonpetas pro malfruo. Kion vi diras? | Pardonu la malfruon; la trajno malfruis. | Malfruo pardono. | Mi malfrua, jes. | Malfrue trajno mi. | Formala pardonpeto.
Q | Vi resumas. Kion vi diras? | Resume, ni devas resti fleksebla. | Resumo ni fleksebla. | Fino fleksebla. | Ĉio fleksebla fino. | Resumo.
Q | Vi petas tempon. Kion vi diras? | Ĉu mi povus pripensi ĝis morgaŭ? | Mi pensas morgaŭ. | Morgaŭ pensi vi. | Ne pensi. | Peto pri tempo.
Q | Vi prezentas iun. Kion vi diras? | Permesu, ke mi prezentu mian kolegon, sinjoron Weber. | Jen Weber, rigardu. | Sinjoro Weber, vi. | Kolego Weber ĉi tie. | Prezento.
Q | Vi dankas pro donaco. Kion vi diras? | Vi estas tre afabla, multan dankon! | Dankon donaco. | Mi havas donacon. | Bone, jes. | Danko.
Q | Vi subtenas aserton. Kion vi diras? | Tio povas esti pruvita per la nunaj ciferoj. | Tiel estas, kredu min. | La ciferoj samas. | Ĉiuj diras tion. | Argumento.
Q | Vi telefonas al kolego. Kion vi diras? | Bonan tagon, ĉu mi povus paroli kun sinjoro Weber? | Weber, nun! | Mi volas Weber. | Donu Weber. | Formala telefono.
Q | Vi volas paroli en kunsido. Kion vi diras? | Se mi rajtas, mi volus fari rimarkon. | Mia vico. | Aŭskultu min! | Mi parolas nun. | Peto pri parolo.
Q | Vi petas prokraston de rendevuo. Kion vi diras? | Ĉu eblus prokrasti nian rendevuon ĝis la venonta semajno? | Rendevuo semajno vi. | Mi prokrastas, bone. | Rendevuo foriris. | Ĝentila peto.
Q | Vi esprimas kondiĉan konsenton. Kion vi diras? | Principe mi konsentas, sed mi vidas riskon. | Mi ne konsentas, jes. | Bone, sed ne. | Jes kaj ne nenio. | Kondiĉa konsento.
